종목코드,종목명,지배비율,순차입금,매출액_2023,매출액_2024,매출액_2025,매출액_2026,매출액_2027,매출액_2028,영업이익_2023,영업이익_2024,영업이익_2025,영업이익_2026,영업이익_2027,영업이익_2028,매출액_성장률_2025,매출액_성장률_2026,매출액_성장률_2027,매출액_성장률_2028,매출액_최대성장률,영업이익_성장률_2025,영업이익_성장률_2026,영업이익_성장률_2027,영업이익_성장률_2028,영업이익_최대성장률,데이터_가용성,가용_연도수,PER,PBR,ROE,부채비율,평균거래량_20d,최근거래일_거래량,OBV_trend,RSI,저항선,지지선,MA_align,MACD_signal,외인_5d,외인_20d,기관_5d,기관_20d,시장,현재가,시가총액,Recent_Volume,거래량배수,업종,컨센_보강,컨센_보강일
086820,바이오솔루션,1.0,75.28,,128.89,152.0,,,,,-50.69,-43.41,,,,17.93,,,,17.93,14.36,,,,14.36,1년치 존재,1,,,2.5,60.42,54202.0,80605.0,down,49.5,7300.0,5510.0,mixed,bear,-11649.0,-47269.0,0.0,-587.0,KOSDAQ,6480,1680,80605,1.5,생물공학,False,
464080,에스오에스랩,,83.19,41.03,49.36,60.86,,,,-83.27,-128.31,-161.31,,,,23.3,,,,23.3,-25.72,,,,-25.72,1년치 존재,1,,,-112.46,391.85,86194.0,100252.0,down,49.7,10490.0,6790.0,mixed,bear,-46728.0,43470.0,37919.0,-104332.0,KOSDAQ,9750,1756,100252,1.2,전자장비와기기,False,
217730,강스템바이오텍,,-182.25,127.04,77.46,35.72,,,,-227.77,-148.42,-176.68,,,,-53.89,,,,-53.89,-19.04,,,,-19.04,1년치 존재,1,,,-18.75,20.98,234366.0,292770.0,down,37.9,2895.0,1949.0,down,bear,14718.0,-17609.0,801.0,44046.0,KOSDAQ,2065,1942,292770,1.2,생물공학,False,
138610,나이벡,,-123.22,157.04,245.5,327.19,,,,-22.3,-49.27,50.26,,,,33.27,,,,33.27,202.01,,,,202.01,1년치 존재,1,,,-0.05,34.62,66660.0,90160.0,up,51.2,19100.0,12200.0,down,bull_cross,-43139.0,-167774.0,39.0,-1058.0,KOSDAQ,15300,1739,90160,1.4,건강관리장비와용품,False,
118990,모트렉스,0.5905,2052.83,5310.31,5868.86,7022.74,,,,531.91,436.11,417.89,,,,19.66,,,,19.66,-4.18,,,,-4.18,1년치 존재,1,,,6.47,178.38,116242.0,86209.0,up,65.9,6860.0,4335.0,up,bull,-73248.0,-289737.0,251834.0,645294.0,KOSDAQ,6820,1673,86209,0.7,자동차부품,False,
245620,EDGC,1.0,34.89,884.57,309.42,78.86,,,,-93.59,-126.31,-15.97,,,,-74.51,,,,-74.51,87.36,,,,87.36,1년치 존재,1,,,296.46,69.19,,,,,,,,,0.0,0.0,0.0,0.0,KOSDAQ,741,1671,0,,생명과학도구및서비스,False,
405100,큐알티,0.9799,35.24,532.57,652.51,688.61,850.0,1100.0,,7.52,47.67,47.83,122.0,215.0,,5.53,23.44,29.41,,29.41,0.34,155.07,76.23,,155.07,3년치 존재,3,,,6.26,66.8,57392.0,30285.0,up,60.7,14250.0,8670.0,up,bear_cross,-9908.0,-156609.0,-906.0,-4135.0,KOSDAQ,14020,1723,30285,0.5,반도체와반도체장비,False,
304100,솔트룩스,,-327.28,308.29,459.44,416.36,,,,-92.92,-66.32,-80.42,,,,-9.38,,,,-9.38,-21.26,,,,-21.26,1년치 존재,1,,,-15.99,61.85,88917.0,128995.0,up,48.7,18600.0,10250.0,mixed,bear,47045.0,147955.0,-1832.0,-70639.0,KOSDAQ,15270,1923,128995,1.5,IT서비스,False,
0015G0,그린광학,1.0,82.19,267.38,317.32,417.52,,,,-16.0,1.95,22.02,,,,31.58,,,,31.58,1029.23,,,,1029.23,1년치 존재,1,,,9.8,58.29,38307.0,55606.0,down,46.8,18370.0,11500.0,mixed,bull,-9382.0,132.0,-4058.0,-6720.0,KOSDAQ,14200,1662,55606,1.5,우주항공과국방,False,
088800,에이스테크,,621.37,1400.47,1450.76,1784.26,,,,-622.91,-311.49,-221.53,,,,22.99,,,,22.99,28.88,,,,28.88,1년치 존재,1,,,-37.27,332.94,434913.0,330556.0,down,57.0,2450.0,1434.0,up,bull,-319478.0,-384524.0,-307.0,60.0,KOSDAQ,2200,1661,330556,0.8,통신장비,False,
214180,헥토이노베이션,0.815,-3433.95,2884.89,3194.72,3758.23,4481.0,5180.5,5906.5,380.28,488.56,501.81,588.0,764.0,900.5,17.64,19.23,15.61,14.01,19.23,2.71,17.18,29.93,17.87,29.93,4년치 존재,4,,,11.56,114.99,51817.0,30066.0,down,46.1,15590.0,12420.0,mixed,bear,-13522.0,-50611.0,-2823.0,435.0,KOSDAQ,13960,1814,30066,0.6,IT서비스,False,
452450,피아이이,1.0,-2.55,858.38,1240.48,650.88,,,,39.94,94.33,-212.17,,,,-47.53,,,,-47.53,-324.92,,,,-324.92,1년치 존재,1,,,-50.77,202.21,707127.0,247424.0,up,70.9,5370.0,2315.0,up,bull,-64789.0,-208174.0,-3210.0,604.0,KOSDAQ,5280,1902,247424,0.3,IT서비스,False,
104480,티케이케미칼,,802.66,3791.52,3395.75,3457.56,,,,-42.97,-15.85,24.03,,,,1.82,,,,1.82,251.61,,,,251.61,1년치 존재,1,,,4.41,20.36,182730.0,154282.0,up,60.9,1858.0,1402.0,up,bull,74364.0,20784.0,-2173.0,23128.0,KOSDAQ,1819,1653,154282,0.8,화학,False,
119830,아이텍,1.0,-1426.23,522.34,486.32,485.18,,,,-73.04,-21.88,-2.57,,,,-0.23,,,,-0.23,88.25,,,,88.25,1년치 존재,1,,,-5.82,36.56,171164.0,96682.0,down,50.2,7560.0,4790.0,mixed,bear,35883.0,22392.0,-2638.0,-68810.0,KOSDAQ,6220,1651,96682,0.6,반도체와반도체장비,False,
192440,슈피겐코리아,1.0,-2095.52,4473.99,4652.94,4636.98,,,,353.16,217.49,332.13,,,,-0.34,,,,-0.34,52.71,,,,52.71,1년치 존재,1,,,9.73,7.94,4251.0,4825.0,up,54.5,30600.0,27900.0,up,bull_cross,-786.0,10384.0,1.0,-13466.0,KOSDAQ,30250,1880,4825,1.1,핸드셋,False,
102940,코오롱생명과학,1.0,1256.38,1246.39,1613.87,2089.82,,,,-240.95,-220.84,175.72,,,,29.49,,,,29.49,179.57,,,,179.57,1년치 존재,1,,,7.12,55.55,55125.0,25608.0,down,26.9,44850.0,13300.0,down,bull,-22804.0,-113078.0,-2515.0,2887.0,KOSDAQ,13740,1799,25608,0.5,제약,False,
0007C0,아크릴,,-285.62,147.58,134.23,133.12,,,,-5.22,-23.85,-22.54,,,,-0.83,,,,-0.83,5.49,,,,5.49,1년치 존재,1,,,-23.95,24.24,307488.0,1509486.0,up,63.3,20550.0,13200.0,up,bull,-15584.0,-193157.0,75412.0,274804.0,KOSDAQ,20450,1642,1509486,4.9,IT서비스,False,
119610,인터로조,0.9938,285.02,1192.97,1158.4,1184.4,1383.4,1580.0,1823.25,51.92,58.16,194.83,290.0,349.6,425.25,2.24,16.8,14.21,15.4,16.8,234.99,48.85,20.55,21.64,234.99,4년치 존재,4,,,11.35,60.16,27910.0,39310.0,up,50.8,17500.0,12760.0,mixed,bull,-18825.0,-112188.0,5184.0,9668.0,KOSDAQ,14380,1641,39310,1.4,건강관리장비와용품,False,
016790,현대사료,1.0,-108.07,1606.01,1284.62,1130.27,,,,-96.12,26.56,49.91,,,,-12.02,,,,-12.02,87.91,,,,87.91,1년치 존재,1,,,2.6,48.04,,,,,,,,,0.0,0.0,0.0,0.0,KOSDAQ,994,1873,0,,식품,False,
403850,더핑크퐁컴퍼니,1.0,-1696.7,878.45,973.68,938.62,,,,39.89,188.11,193.62,,,,-3.6,,,,-3.6,2.93,,,,2.93,1년치 존재,1,,,27.03,10.46,128310.0,96757.0,up,50.8,13960.0,9600.0,mixed,bear,13449.0,-156007.0,10323.0,117424.0,KOSDAQ,12340,1771,96757,0.8,방송과엔터테인먼트,False,
950140,잉글우드랩,1.0,-316.98,2067.84,1822.2,2167.9,,,,288.55,187.95,373.68,,,,18.97,,,,18.97,98.82,,,,98.82,1년치 존재,1,,,20.16,31.16,21307.0,6842.0,down,44.9,9940.0,7720.0,down,bear,-4655.0,-37115.0,-698.0,7868.0,KOSDAQ,8220,1633,6842,0.3,화장품,False,
263860,지니언스,1.0,-362.71,428.92,496.05,483.81,566.5,610.0,679.0,64.67,98.4,70.07,115.0,131.0,149.0,-2.47,17.09,7.68,11.31,17.09,-28.79,64.12,13.91,13.74,64.12,4년치 존재,4,,,17.23,30.77,440494.0,237679.0,up,57.9,19400.0,11510.0,up,bull,59958.0,-53154.0,1059.0,31135.0,KOSDAQ,17930,1628,237679,0.5,소프트웨어,False,
083310,엘오티베큠,0.7005,-626.2,4730.28,2659.69,2448.93,,,,671.51,-41.72,-80.54,,,,-7.92,,,,-7.92,-93.05,,,,-93.05,1년치 존재,1,,,0.53,35.5,53576.0,117923.0,up,62.6,10820.0,6390.0,up,bull,20790.0,-91581.0,-624.0,658.0,KOSDAQ,10460,1863,117923,2.2,반도체와반도체장비,False,
038390,레드캡투어,1.0,3653.37,3381.83,3588.77,3655.53,,,,387.71,435.66,467.75,,,,1.86,,,,1.86,7.37,,,,7.37,1년치 존재,1,,,12.43,251.29,9274.0,5466.0,up,52.5,10200.0,9550.0,up,bear,-8640.0,-16690.0,282.0,74.0,KOSDAQ,10010,1674,5466,0.6,도로와철도운송,False,
134580,탑코미디어,,-80.71,191.78,233.4,486.05,,,,-26.53,-37.26,36.7,,,,108.25,,,,108.25,198.5,,,,198.5,1년치 존재,1,,,2.73,74.5,1015582.0,556662.0,up,51.5,4240.0,875.0,up,bear,55059.0,694556.0,-82010.0,374777.0,KOSDAQ,3275,1614,556662,0.5,양방향미디어와서비스,False,
488280,에스투더블유,,-119.59,62.67,96.12,100.89,190.0,,,-56.71,-44.98,-56.4,13.0,,,4.96,88.32,,,88.32,-25.39,123.05,,,123.05,2년치 존재,2,,,-63.62,69.75,583160.0,1051258.0,up,67.6,16030.0,8010.0,up,bull,43623.0,-89666.0,498.0,-250523.0,KOSDAQ,15980,1730,1051258,1.8,IT서비스,False,
080160,모두투어,0.9968,-799.98,1785.85,2504.62,2104.07,1912.0,2327.0,2486.0,115.57,48.9,74.38,51.0,187.0,205.0,-15.99,-9.13,21.71,6.83,21.71,52.11,-31.43,266.67,9.63,266.67,4년치 존재,4,,,5.94,111.88,117673.0,129851.0,up,36.3,9830.0,8150.0,mixed,bear,-276335.0,-384081.0,1571.0,1065.0,KOSDAQ,8470,1601,129851,1.1,"호텔,레스토랑,레저",False,
049630,재영솔루텍,1.0,246.38,861.31,1114.16,1645.46,,,,67.1,100.31,107.43,,,,47.69,,,,47.69,7.1,,,,7.1,1년치 존재,1,,,29.03,87.87,279000.0,203570.0,up,50.9,9030.0,4805.0,up,bull,44094.0,-141129.0,0.0,-6430.0,KOSDAQ,7130,1666,203570,0.7,핸드셋,False,
234690,녹십자웰빙,1.0,857.96,1205.35,1338.05,1646.8,,,,104.57,129.64,172.94,,,,23.07,,,,23.07,33.4,,,,33.4,1년치 존재,1,,,4.94,113.39,832834.0,116124.0,down,42.8,10750.0,7250.0,mixed,bear,-23258.0,-500397.0,-22.0,-24755.0,KOSDAQ,8890,1597,116124,0.1,제약,False,
194480,데브시스터즈,0.9939,-420.23,1611.43,2361.87,2955.78,2556.0,3017.0,3334.5,-479.93,271.85,63.5,-297.0,136.0,211.5,25.15,-13.53,18.04,10.52,25.15,-76.64,-567.72,145.79,55.51,145.79,4년치 존재,4,,,-25.6,100.24,88628.0,88635.0,down,38.0,22450.0,14130.0,down,bear,17293.0,84968.0,-66187.0,-215793.0,KOSDAQ,14130,1720,88635,1.0,게임엔터테인먼트,False,
372170,윤성에프앤씨,1.0,-529.84,3128.81,2713.33,1001.75,,,,264.74,319.14,-316.42,,,,-63.08,,,,-63.08,-199.15,,,,-199.15,1년치 존재,1,,,3.51,52.54,12252.0,5212.0,down,46.7,23300.0,12460.0,mixed,bear,1602.0,9175.0,228.0,1618.0,KOSDAQ,20000,1596,5212,0.4,전자장비와기기,False,
012860,모베이스전자,0.9579,2204.76,9393.53,9715.49,10440.89,,,,277.49,343.89,367.89,,,,7.47,,,,7.47,6.98,,,,6.98,1년치 존재,1,,,10.03,215.03,303898.0,307804.0,up,47.7,2650.0,1979.0,mixed,bull,-260218.0,-539240.0,-659.0,-6055.0,KOSDAQ,2260,1655,307804,1.0,자동차부품,False,
388790,라이콤,,-49.06,194.63,131.37,176.88,,,,-21.22,-53.42,5.82,,,,34.64,,,,34.64,110.89,,,,110.89,1년치 존재,1,,,3.17,42.57,936323.0,1199475.0,up,62.6,5450.0,2985.0,up,bull,-334790.0,-494129.0,35712.0,-43322.0,KOSDAQ,5210,1595,1199475,1.3,통신장비,False,
082800,비보존 제약,,227.68,713.18,876.01,593.43,,,,25.85,28.53,-191.66,,,,-32.26,,,,-32.26,-771.78,,,,-771.78,1년치 존재,1,,,-33.76,71.59,278404.0,185182.0,down,44.3,3355.0,2155.0,mixed,bear,42352.0,-267393.0,0.0,0.0,KOSDAQ,2810,1706,185182,0.7,제약,False,
032620,GC메디아이,0.9777,55.28,1540.41,1905.97,1976.96,,,,35.09,51.63,75.22,,,,3.72,,,,3.72,45.69,,,,45.69,1년치 존재,1,,,-1.19,43.71,34156.0,27718.0,up,48.2,3185.0,2740.0,up,bear,-15515.0,-42912.0,-210.0,-1079.0,KOSDAQ,3050,1592,27718,0.8,건강관리기술,False,
357550,석경에이티,1.0,-126.49,121.97,138.16,175.47,,,,35.02,20.19,38.98,,,,27.0,,,,27.0,93.07,,,,93.07,1년치 존재,1,,,10.18,22.96,2532.0,2007.0,down,32.9,40250.0,30150.0,down,bear,-396.0,-5085.0,56.0,1307.0,KOSDAQ,30150,1645,2007,0.8,화학,False,
041920,메디아나,1.0,-859.22,784.21,570.39,649.45,940.0,1258.0,,94.02,13.09,59.5,160.0,234.0,,13.86,44.74,33.83,,44.74,354.55,168.91,46.25,,354.55,3년치 존재,3,,,7.09,10.28,47667.0,81635.0,down,47.6,11800.0,7280.0,down,bull,4975.0,-61706.0,660.0,260.0,KOSDAQ,8560,1592,81635,1.7,건강관리장비와용품,False,
0082N0,카나프테라퓨틱스,,-449.95,3.48,42.52,55.61,,,,-104.8,-47.23,-42.73,,,,30.79,,,,30.79,9.53,,,,9.53,1년치 존재,1,,,,4.36,73261.0,48522.0,down,38.6,17400.0,9240.0,mixed,bear,197120.0,83593.0,-279832.0,-322507.0,KOSDAQ,11910,1584,48522,0.7,제약,False,
126700,하이비젼시스템,1.0,-708.12,3482.81,3120.12,1710.97,2789.0,4022.0,4877.0,587.96,309.87,-325.54,163.0,440.0,584.0,-45.16,63.01,44.21,21.26,63.01,-205.06,150.07,169.94,32.73,169.94,4년치 존재,4,,,-5.82,45.44,41178.0,33270.0,down,41.4,12400.0,8450.0,mixed,bear,-9039.0,-143274.0,-1815.0,127793.0,KOSDAQ,10590,1582,33270,0.8,핸드셋,False,
123410,코리아에프티,0.9904,347.1,6795.43,7359.08,7858.69,,,,339.28,375.36,454.14,,,,6.79,,,,6.79,20.99,,,,20.99,1년치 존재,1,,,15.78,98.26,65048.0,76443.0,up,56.0,6020.0,4835.0,mixed,bear,-83336.0,-344707.0,98709.0,534772.0,KOSDAQ,5870,1634,76443,1.2,자동차부품,False,
013990,아가방컴퍼니,1.0,-213.4,1864.13,1827.43,1890.78,,,,165.76,152.06,139.87,,,,3.47,,,,3.47,-8.02,,,,-8.02,1년치 존재,1,,,11.96,32.14,44291.0,49138.0,up,57.7,4990.0,3395.0,up,bear,-617.0,741.0,1.0,2.0,KOSDAQ,4800,1579,49138,1.1,"섬유,의류,신발,호화품",False,
475040,스트라드비젼,,-625.4,71.71,115.39,181.09,,,,-649.04,-638.75,-585.95,,,,56.94,,,,56.94,8.27,,,,8.27,1년치 존재,1,,,55.63,49.29,2130282.0,695561.0,up,42.1,7200.0,2425.0,,bull,-260215.0,-37849.0,1127.0,-273686.0,KOSDAQ,3115,1677,695561,0.3,소프트웨어,False,
072870,메가스터디,0.926,-858.27,1077.85,1342.64,1272.85,,,,103.6,237.8,205.43,,,,-5.2,,,,-5.2,-13.61,,,,-13.61,1년치 존재,1,,,8.96,53.06,17898.0,18990.0,up,49.9,13680.0,12600.0,mixed,bear,-38876.0,-67007.0,-314.0,655.0,KOSDAQ,13200,1574,18990,1.1,교육서비스,False,
123860,아나패스,,-567.66,714.66,1822.1,1081.65,,,,44.7,200.43,201.52,,,,-40.64,,,,-40.64,0.54,,,,0.54,1년치 존재,1,,,0.78,95.0,11969.0,10504.0,up,45.7,15380.0,11180.0,up,bull,-17786.0,-30135.0,-13.0,-364.0,KOSDAQ,13350,1618,10504,0.9,디스플레이장비및부품,False,
093640,케이알엠,,-21.88,124.12,111.97,90.34,,,,-220.35,-98.77,-102.13,,,,-19.32,,,,-19.32,-3.4,,,,-3.4,1년치 존재,1,,,-16.88,38.02,26694.0,11530.0,up,62.3,4800.0,3095.0,up,bear,26714.0,65918.0,641.0,1527.0,KOSDAQ,4790,1573,11530,0.4,반도체와반도체장비,False,
355150,코스텍시스,,215.76,115.49,142.13,152.2,229.5,576.5,,-13.2,-18.95,1.84,53.0,175.0,,7.09,50.79,151.2,,151.2,109.71,2780.43,230.19,,2780.43,3년치 존재,3,,,8.29,94.57,106667.0,130765.0,up,51.5,27800.0,12450.0,up,bull,-81409.0,-161343.0,-14463.0,-5624.0,KOSDAQ,20600,1606,130765,1.2,반도체와반도체장비,False,
187870,디바이스,1.0,-619.0,571.52,471.6,840.83,,,,43.09,42.22,173.34,,,,78.29,,,,78.29,310.56,,,,310.56,1년치 존재,1,,,22.24,37.64,65738.0,182478.0,up,54.9,15730.0,9110.0,down,bull,-12961.0,-97726.0,3549.0,-21963.0,KOSDAQ,11220,1555,182478,2.8,디스플레이장비및부품,False,
143240,사람인,1.0,-1754.22,1315.44,1283.81,1212.36,,,,252.64,212.64,167.75,,,,-5.57,,,,-5.57,-21.11,,,,-21.11,1년치 존재,1,,,43.98,15.23,11196.0,5435.0,down,50.9,17680.0,15530.0,up,bear,-2331.0,-26765.0,280.0,26402.0,KOSDAQ,17150,1841,5435,0.5,상업서비스와공급품,False,
011040,경동제약,1.0,-19.89,1626.74,1939.36,1962.73,,,,-249.55,26.24,76.66,,,,1.21,,,,1.21,192.15,,,,192.15,1년치 존재,1,,,8.02,32.93,172060.0,21123.0,down,46.7,5180.0,4750.0,mixed,bear,-29145.0,-55370.0,-442.0,-364.0,KOSDAQ,5040,1551,21123,0.1,제약,False,
474650,링크솔루션,,73.82,72.94,111.88,131.25,245.0,454.0,727.0,4.88,-39.97,-73.78,-77.0,82.0,249.0,17.31,86.67,85.31,60.13,86.67,-84.59,-4.36,206.49,203.66,206.49,4년치 존재,4,,,-18.45,88.16,37779.0,28371.0,up,57.0,32300.0,16810.0,up,bull,-24807.0,-65266.0,-1330.0,1441.0,KOSDAQ,27750,1597,28371,0.8,기계,False,
054210,이랜텍,1.0,2009.3,7511.65,5560.14,7531.6,,,,304.43,161.01,431.66,,,,35.46,,,,35.46,168.1,,,,168.1,1년치 존재,1,,,17.44,128.68,73646.0,150010.0,down,43.2,8180.0,6020.0,down,bull,24276.0,32333.0,-117084.0,-204133.0,KOSDAQ,6780,1715,150010,2.0,핸드셋,False,
418550,제이오,,-34.84,,828.74,551.74,,,,,-54.57,-42.32,,,,-33.42,,,,-33.42,22.45,,,,22.45,1년치 존재,1,,,-4.27,21.18,56064.0,29979.0,down,52.6,5090.0,3380.0,up,bull,26832.0,24097.0,-174.0,30.0,KOSDAQ,4805,1538,29979,0.5,건설,False,
432720,퀄리타스반도체,,-334.01,107.75,60.75,53.5,,,,-111.86,-226.94,-244.72,,,,-11.93,,,,-11.93,-7.83,,,,-7.83,1년치 존재,1,,,-52.67,166.06,190258.0,281587.0,up,64.6,11100.0,6160.0,up,bull,-14361.0,-85341.0,893.0,23691.0,KOSDAQ,10830,1537,281587,1.5,반도체와반도체장비,False,
036170,에이치엠넥스,1.0,-7.71,,151.63,317.07,,,,,3.18,23.67,,,,109.11,,,,109.11,644.34,,,,644.34,1년치 존재,1,,,8.5,21.22,292461.0,465283.0,up,53.2,3165.0,2165.0,mixed,bull,-270108.0,-409353.0,25000.0,25000.0,KOSDAQ,2595,1592,465283,1.6,디스플레이장비및부품,False,
039830,오로라,1.0,2976.4,2325.55,2756.96,3280.8,4092.1,4927.0,5673.0,284.31,309.72,444.8,610.8,879.0,1050.0,19.0,24.73,20.4,15.14,24.73,43.61,37.32,43.91,19.45,43.91,4년치 존재,4,,,16.89,217.8,54623.0,66185.0,up,45.7,23650.0,14090.0,down,bull,-31860.0,8853.0,18586.0,15691.0,KOSDAQ,15780,1698,66185,1.2,레저용장비와제품,True,2026-09-17
222040,코스맥스엔비티,1.0,1086.38,3336.31,3179.85,2874.79,4005.33,4953.0,,119.77,99.05,40.03,370.33,486.5,,-9.59,39.33,23.66,,39.33,-59.59,825.13,31.37,,825.13,3년치 존재,3,,,39.22,262.06,252722.0,95085.0,down,41.8,10700.0,6250.0,mixed,bear,51423.0,-408615.0,-105349.0,132283.0,KOSDAQ,7360,1518,95085,0.4,건강관리업체및서비스,False,
041520,이엘씨,1.0,-876.69,161.19,292.35,378.88,,,,-73.07,-46.82,-9.01,,,,29.6,,,,29.6,80.76,,,,80.76,1년치 존재,1,,,9.46,7.72,17137.0,33460.0,down,64.2,12740.0,8010.0,up,bull,-6180.0,19828.0,0.0,70.0,KOSDAQ,12440,1516,33460,2.0,반도체와반도체장비,False,
007330,푸른저축은행,,,1027.7,979.46,1017.2,,,,90.35,68.48,169.48,,,,3.85,,,,3.85,147.49,,,,147.49,1년치 존재,1,,,4.35,,9669.0,12719.0,down,42.3,10390.0,9740.0,down,bear,-14522.0,-19889.0,1741.0,-52525.0,KOSDAQ,10010,1510,12719,1.3,기타금융,False,
205500,넥써쓰,,-151.91,54.6,75.51,367.22,,,,-161.6,-89.37,13.93,,,,386.32,,,,386.32,115.59,,,,115.59,1년치 존재,1,,,5.55,165.0,151613.0,113930.0,down,51.0,1948.0,1464.0,mixed,bear,-3429.0,385953.0,-128817.0,-83867.0,KOSDAQ,1806,1509,113930,0.8,게임엔터테인먼트,False,
402030,코난테크놀로지,,-167.68,244.28,263.19,339.8,,,,-109.95,-141.06,-98.65,,,,29.11,,,,29.11,30.07,,,,30.07,1년치 존재,1,,,-51.04,76.46,20354.0,18114.0,down,45.6,16700.0,10120.0,mixed,bear,5305.0,28932.0,-1585.0,-44724.0,KOSDAQ,13080,1637,18114,0.9,소프트웨어,False,
394800,쓰리빌리언,,-90.76,,57.72,117.09,,,,,-74.19,-58.89,,,,102.86,,,,102.86,20.62,,,,20.62,1년치 존재,1,,,-20.87,98.08,248217.0,386634.0,down,45.8,6470.0,4105.0,down,bull,-234114.0,-470858.0,-85758.0,-451205.0,KOSDAQ,4730,1505,386634,1.6,건강관리기술,False,
023910,대한약품,,-1146.97,1959.11,2041.95,2086.14,2220.0,2325.0,2430.0,357.95,380.81,311.86,326.0,345.0,364.0,2.16,6.42,4.73,4.52,6.42,-18.11,4.53,5.83,5.51,5.83,4년치 존재,4,,,9.29,16.62,4303.0,1133.0,down,43.2,27250.0,25100.0,mixed,bear,-2601.0,1429.0,22.0,98.0,KOSDAQ,26250,1575,1133,0.3,제약,False,
051370,인터플렉스,1.0,-655.77,4381.58,4974.66,4679.64,4395.0,4519.0,4730.0,216.46,343.71,286.46,70.0,222.0,260.0,-5.93,-6.08,2.82,4.67,4.67,-16.66,-75.56,217.14,17.12,217.14,4년치 존재,4,,,10.21,22.98,180156.0,2331316.0,up,65.7,7640.0,5690.0,mixed,bull,-110609.0,-205149.0,5341.0,5748.0,KOSDAQ,7180,1675,2331316,12.9,전자장비와기기,False,
478340,나라스페이스테크놀로지,,-267.24,16.28,42.99,132.37,,,,-30.02,-44.33,-54.61,,,,207.91,,,,207.91,-23.19,,,,-23.19,1년치 존재,1,,,-28.35,38.38,479452.0,1162479.0,up,60.8,14310.0,7970.0,mixed,bull,-227318.0,-257897.0,-396008.0,-395783.0,KOSDAQ,12820,1488,1162479,2.4,우주항공과국방,False,
138360,앤로보틱스,,106.26,102.82,215.03,233.71,,,,-22.98,-11.72,5.81,,,,8.69,,,,8.69,149.57,,,,149.57,1년치 존재,1,,,10.22,39.27,393393.0,372247.0,up,43.7,2445.0,1660.0,down,bull,86408.0,-60002.0,2098.0,3007.0,KOSDAQ,1687,1484,372247,0.9,기계,False,
092070,디엔에프,,-256.2,842.33,739.49,791.33,,,,-28.63,-10.19,-6.74,,,,7.01,,,,7.01,33.86,,,,33.86,1년치 존재,1,,,2.64,7.99,23359.0,22557.0,up,54.6,15330.0,10360.0,mixed,bull,-19811.0,28028.0,-3098.0,-3661.0,KOSDAQ,12790,1480,22557,1.0,반도체와반도체장비,False,
226590,엠디바이스,1.0,53.28,,483.05,964.91,,,,,47.87,115.42,,,,99.75,,,,99.75,141.11,,,,141.11,1년치 존재,1,,,28.24,117.65,63441.0,100921.0,up,66.4,14690.0,8810.0,up,bull,-35881.0,-35374.0,12236.0,2517.0,KOSDAQ,14540,1558,100921,1.6,반도체와반도체장비,False,
046440,KG파이낸셜,1.0,-307.79,2795.8,2661.11,2337.71,2359.0,2426.0,2494.0,329.81,74.29,331.25,352.0,396.0,425.0,-12.15,0.91,2.84,2.8,2.84,345.89,6.26,12.5,7.32,345.89,4년치 존재,4,,,6.61,72.15,45653.0,52822.0,down,41.6,4260.0,3720.0,mixed,bear,1469.0,-15121.0,1589.0,249.0,KOSDAQ,4060,1472,52822,1.2,IT서비스,False,
179290,엠아이텍,1.0,-589.52,,537.53,671.52,,,,,175.76,206.74,,,,24.93,,,,24.93,17.63,,,,17.63,1년치 존재,1,,,17.32,14.64,43216.0,30579.0,down,28.6,5370.0,4215.0,mixed,bear,35534.0,23977.0,-3613.0,5816.0,KOSDAQ,4525,1465,30579,0.7,건강관리장비와용품,False,
069510,에스텍,1.0,-1464.61,4145.94,5093.74,4681.92,,,,245.55,439.82,458.16,,,,-8.08,,,,-8.08,4.17,,,,4.17,1년치 존재,1,,,18.6,44.67,4449.0,9442.0,up,62.6,13300.0,11660.0,up,bull,4684.0,-5647.0,0.0,-1300.0,KOSDAQ,13300,1451,9442,2.1,전자장비와기기,False,
469610,이노테크,0.9609,-316.4,518.3,611.88,756.99,,,,45.89,57.33,86.38,,,,23.72,,,,23.72,50.67,,,,50.67,1년치 존재,1,,,16.39,55.58,89403.0,174213.0,up,55.5,17980.0,10040.0,up,bear,27860.0,42459.0,95.0,-23428.0,KOSDAQ,16210,1450,174213,1.9,디스플레이장비및부품,False,
066410,버킷스튜디오,,18.04,171.85,174.61,172.73,,,,-74.19,-82.62,-61.83,,,,-1.08,,,,-1.08,25.16,,,,25.16,1년치 존재,1,,,-35.41,9.56,,,,,,,,,0.0,0.0,0.0,0.0,KOSDAQ,1153,1596,0,,IT서비스,False,
049960,쎌바이오텍,1.0,-962.25,537.87,499.13,531.26,,,,21.95,67.96,79.14,,,,6.44,,,,6.44,16.45,,,,16.45,1년치 존재,1,,,12.91,5.99,6981.0,9406.0,up,46.1,16610.0,14850.0,mixed,bear,-5971.0,-3103.0,-1314.0,-1227.0,KOSDAQ,15420,1449,9406,1.3,생물공학,False,
0015N0,아로마티카,,-182.55,470.14,525.96,511.87,686.0,808.0,923.0,39.76,56.54,51.4,95.0,129.0,182.0,-2.68,34.02,17.78,14.23,34.02,-9.09,84.82,35.79,41.09,84.82,4년치 존재,4,,,17.89,19.16,1226416.0,791937.0,up,55.8,13650.0,4665.0,up,bull,51852.0,-354100.0,7234.0,520744.0,KOSDAQ,11500,1446,791937,0.6,화장품,False,
