종목코드,종목명,지배비율,순차입금,매출액_2023,매출액_2024,매출액_2025,매출액_2026,매출액_2027,매출액_2028,영업이익_2023,영업이익_2024,영업이익_2025,영업이익_2026,영업이익_2027,영업이익_2028,매출액_성장률_2025,매출액_성장률_2026,매출액_성장률_2027,매출액_성장률_2028,매출액_최대성장률,영업이익_성장률_2025,영업이익_성장률_2026,영업이익_성장률_2027,영업이익_성장률_2028,영업이익_최대성장률,데이터_가용성,가용_연도수,PER,PBR,ROE,부채비율,평균거래량_20d,최근거래일_거래량,OBV_trend,RSI,저항선,지지선,MA_align,MACD_signal,외인_5d,외인_20d,기관_5d,기관_20d,시장,현재가,시가총액,Recent_Volume,거래량배수,업종,컨센_보강,컨센_보강일
111770,영원무역,1.0,-7396.17,36043.77,35178.37,40635.84,45223.86,47373.86,50145.17,6371.46,3155.81,5144.39,6424.57,7164.71,7986.83,15.51,11.29,4.75,5.85,15.51,63.01,24.88,11.52,11.47,63.01,4년치 존재,4,,,14.56,37.26,63544.0,70371.0,down,35.5,95000.0,71800.0,down,bull,-23720.0,-46015.0,12210.0,-26303.0,KOSPI,71800,31816,70371,1.1,"섬유,의류,신발,호화품",False,
000640,동아쏘시오홀딩스,0.9871,4729.59,11320.03,13332.3,14297.67,15779.0,17024.33,18512.33,768.82,820.95,977.73,1104.33,1193.0,1396.0,7.24,10.36,7.89,8.74,10.36,19.1,12.95,8.03,17.02,19.1,4년치 존재,4,,,7.44,82.93,11320.0,12531.0,down,52.7,97000.0,77000.0,up,bear,-571.0,6503.0,1083.0,-3919.0,KOSPI,92700,6241,12531,1.1,제약,False,
006650,대한유화,0.7322,758.41,24999.73,28001.03,33478.22,36353.5,37880.75,38007.5,-623.21,-598.93,526.69,1738.75,2278.5,2493.25,19.56,8.59,4.2,0.33,19.56,187.94,230.13,31.04,9.43,230.13,4년치 존재,4,,,4.0,35.58,57134.0,47784.0,down,48.3,120000.0,80300.0,mixed,bear,-43379.0,-268446.0,12005.0,270417.0,KOSPI,95900,6234,47784,0.8,화학,False,
005180,빙그레,1.0,-1441.02,13943.16,14630.41,14895.87,15731.75,16392.5,16720.0,1122.45,1312.76,883.57,1634.25,1705.0,1630.0,1.81,5.61,4.2,2.0,5.61,-32.69,84.96,4.33,-4.4,84.96,4년치 존재,4,,,11.51,44.91,70151.0,36740.0,down,49.7,94300.0,63700.0,mixed,bear,49776.0,188619.0,-25364.0,58489.0,KOSPI,84400,7462,36740,0.5,식품,False,
317450,명인제약,1.0,-4466.9,2423.38,2694.35,2872.54,,,,836.18,927.54,924.98,,,,6.61,,,,6.61,-0.28,,,,-0.28,1년치 존재,1,,,12.91,6.38,11136.0,4384.0,down,35.5,49550.0,40100.0,mixed,bear,-3394.0,-15660.0,-7543.0,-20004.0,KOSPI,42200,6161,4384,0.4,제약,False,
001820,삼화콘덴서,1.0,-881.47,2807.69,2954.12,2944.92,3276.5,3984.5,4220.0,236.93,178.42,128.66,298.5,580.5,620.0,-0.31,11.26,21.61,5.91,21.61,-27.89,132.01,94.47,6.8,132.01,4년치 존재,4,,,6.86,23.03,1062882.0,1426070.0,up,72.4,155500.0,57800.0,up,bull,44558.0,101473.0,-144860.0,469244.0,KOSPI,147600,15343,1426070,1.3,전기제품,False,
499790,GS피앤엘,0.6632,6224.65,,383.22,4816.83,6209.4,6788.4,7205.6,,-0.38,780.23,1358.2,1574.4,1739.8,1156.94,28.91,9.32,6.15,1156.94,205423.68,74.08,15.92,10.51,205423.68,4년치 존재,4,,,2.29,95.34,46426.0,147413.0,down,33.8,45300.0,34450.0,mixed,bear,-9393.0,-79340.0,-81949.0,3201.0,KOSPI,36500,7238,147413,3.2,"호텔,레스토랑,레저",False,
007310,오뚜기,0.9595,2748.22,34545.48,35391.21,36745.45,,,,2548.94,2220.15,1772.51,,,,3.83,,,,3.83,-20.16,,,,-20.16,1년치 존재,1,,,3.48,69.83,3932.0,4099.0,down,35.4,341500.0,303000.0,mixed,bear,-4591.0,-2442.0,607.0,3584.0,KOSPI,313000,12545,4099,1.0,식품,False,
077970,STX엔진,1.0,2185.47,6303.78,7246.1,7893.42,9044.0,9892.0,13208.5,188.68,422.37,695.93,1003.5,1190.0,1826.0,8.93,14.58,9.38,33.53,33.53,64.77,44.2,18.58,53.45,64.77,4년치 존재,4,,,19.35,217.32,142622.0,131339.0,down,43.2,30850.0,19550.0,down,bull,-131231.0,-401073.0,-4885.0,67400.0,KOSPI,23050,9254,131339,0.9,조선,False,
006110,삼아알미늄,1.0,2331.11,2680.23,2517.33,2714.59,3936.2,4782.4,,37.71,-95.91,-176.47,44.0,316.5,,7.84,45.0,21.5,,45.0,-84.0,124.93,619.32,,619.32,3년치 존재,3,,,-9.87,139.91,170232.0,116881.0,down,43.7,71500.0,27000.0,mixed,bear,67760.0,-86169.0,-38179.0,-166721.0,KOSPI,55100,8333,116881,0.7,비철금속,False,
017940,E1,0.882,-6912.07,78277.37,111924.12,103925.23,154098.0,154079.0,150674.0,931.75,2234.43,3240.63,1651.0,4487.0,4531.0,-7.15,48.28,-0.01,-2.21,48.28,45.03,-49.05,171.77,0.98,171.77,4년치 존재,4,,,9.12,643.64,9027.0,9401.0,down,41.6,99400.0,79400.0,mixed,bear,-1904.0,44154.0,-597.0,-15241.0,KOSPI,92200,6325,9401,1.0,가스유틸리티,False,
025540,한국단자,1.0,-1336.32,12969.4,15097.91,14428.5,15003.0,15888.0,16785.0,1117.45,1713.13,1392.53,1102.0,1371.0,1533.0,-4.43,3.98,5.9,5.65,5.9,-18.71,-20.86,24.41,11.82,24.41,4년치 존재,4,,,10.62,38.09,20420.0,15709.0,up,46.8,72200.0,54400.0,mixed,bull,-22638.0,-92431.0,21907.0,78618.0,KOSPI,56600,5725,15709,0.8,자동차부품,False,
192650,드림텍,0.6797,827.86,10303.81,11726.81,12306.21,12260.0,14873.0,16860.0,340.46,235.54,313.73,386.0,587.0,710.0,4.94,-0.38,21.31,13.36,21.31,33.2,23.04,52.07,20.95,52.07,4년치 존재,4,,,-2.61,84.62,1335180.0,2413660.0,up,83.4,8540.0,3730.0,up,bull,-787699.0,-1166024.0,2757563.0,4020617.0,KOSPI,8540,5627,2413660,1.8,핸드셋,False,
016380,KG스틸,1.0,2314.2,34298.48,33009.82,31934.44,34029.67,35459.67,36884.67,2804.11,2060.16,1507.47,1353.33,1605.33,1685.67,-3.26,6.56,4.2,4.02,6.56,-26.83,-10.23,18.62,5.0,18.62,4년치 존재,4,,,8.88,63.21,164876.0,130012.0,up,51.6,5890.0,4990.0,up,bull,140351.0,48709.0,60639.0,254186.0,KOSPI,5620,5621,130012,0.8,철강,False,
036530,SNT홀딩스,0.5611,-10191.21,18957.15,18205.14,22356.94,23240.0,25290.0,27360.0,1789.97,2311.59,3006.56,3170.0,3490.0,3850.0,22.81,3.95,8.82,8.19,22.81,30.06,5.44,10.09,10.32,30.06,4년치 존재,4,,,7.38,33.06,9343.0,13112.0,down,44.6,52900.0,45150.0,down,bull,-3780.0,-24620.0,-2386.0,-14013.0,KOSPI,46050,7508,13112,1.4,자동차부품,False,
137310,에스디바이오센서,,-1229.65,6556.77,6945.74,7105.81,,,,-2480.85,-540.57,-809.45,,,,2.3,,,,2.3,-49.74,,,,-49.74,1년치 존재,1,,,-26.91,20.61,172690.0,58528.0,down,46.3,6790.0,5820.0,down,bull,-66053.0,76242.0,26133.0,-66527.0,KOSPI,6110,7378,58528,0.3,건강관리장비와용품,False,
000210,DL,0.9294,45447.6,50178.16,56153.68,53267.21,55385.5,55391.5,56050.0,1506.96,4125.18,2985.46,6496.0,6105.0,6170.0,-5.14,3.98,0.01,1.19,3.98,-27.63,117.59,-6.02,1.06,117.59,4년치 존재,4,,,3.44,144.39,65736.0,30194.0,down,48.2,56000.0,41150.0,up,bear,-112272.0,-208456.0,114710.0,342716.0,KOSPI,51700,10834,30194,0.5,화학,False,
336370,솔루스첨단소재,0.707,8392.07,4294.22,5709.49,6160.83,5556.0,6899.5,10082.5,-732.08,-544.19,-733.36,-753.5,287.5,760.5,7.91,-9.82,24.18,46.13,46.13,-34.76,-2.75,138.16,164.52,164.52,4년치 존재,4,,,5.69,116.12,204990.0,166615.0,down,49.8,9040.0,5590.0,up,bull,-99999.0,-361600.0,-7853.0,754609.0,KOSPI,7760,5448,166615,0.8,전자장비와기기,False,
003300,한일홀딩스,0.5097,7309.01,23630.57,22487.43,19304.89,,,,2620.27,2793.14,1232.24,,,,-14.15,,,,-14.15,-55.88,,,,-55.88,1년치 존재,1,,,3.29,58.16,19377.0,12697.0,down,43.7,19160.0,16000.0,mixed,bear,-7519.0,40615.0,1711.0,-36638.0,KOSPI,17650,5442,12697,0.7,건축자재,False,
051600,한전KPS,1.0,-2782.69,15338.51,15570.86,15765.17,16293.8,17041.3,17679.1,1993.76,2094.99,1401.02,1746.4,1959.6,2090.2,1.25,3.35,4.59,3.74,4.59,-33.13,24.65,12.21,6.66,24.65,4년치 존재,4,,,9.95,25.07,148463.0,133649.0,up,50.3,49300.0,42250.0,mixed,bear,-132140.0,-243165.0,73375.0,239058.0,KOSPI,46800,21060,133649,0.9,전기유틸리티,False,
00104K,CJ4우(전환),0.4718,168752.98,413526.88,436466.56,450188.29,472677.27,490172.5,513301.25,20390.58,25322.52,25277.38,24702.45,27642.0,30864.13,3.14,5.0,3.7,4.72,5.0,-0.18,-2.27,11.9,11.66,11.9,4년치 존재,4,,,0.89,176.14,6532.0,2812.0,down,49.6,156700.0,117500.0,down,bull,-35106.0,-36831.0,37194.0,48507.0,KOSPI,127800,5401,2812,0.4,복합기업,False,
017900,광전자,1.0,-913.17,1257.05,1301.89,1326.85,,,,-44.05,14.73,12.05,,,,1.92,,,,1.92,-18.19,,,,-18.19,1년치 존재,1,,,4.61,8.44,8272917.0,4148459.0,up,62.6,10980.0,4365.0,up,bull,-754778.0,-358530.0,656.0,23998.0,KOSPI,10200,5910,4148459,0.5,전자장비와기기,False,
284740,쿠쿠홈시스,0.8898,-655.68,9545.52,10572.09,11213.43,,,,1448.73,1699.81,1693.63,,,,6.07,,,,6.07,-0.36,,,,-0.36,1년치 존재,1,,,13.34,23.29,12020.0,9149.0,up,61.1,24050.0,20850.0,up,bear,-9213.0,-6620.0,19599.0,51839.0,KOSPI,23800,5340,9149,0.8,가정용기기와용품,False,
006120,SK디스커버리,0.8943,41141.98,89392.17,90396.03,101640.14,,,,2567.02,1725.58,3613.54,,,,12.44,,,,12.44,109.41,,,,109.41,1년치 존재,1,,,5.87,135.01,23466.0,21495.0,up,61.0,57400.0,46500.0,up,bull,-14594.0,-45878.0,3374.0,14810.0,KOSPI,57200,9961,21495,0.9,석유와가스,False,
001530,DI동일,1.0,3868.49,6828.72,6517.26,6013.52,7106.0,7850.0,9156.0,63.05,78.11,-15.45,121.0,215.0,349.0,-7.73,18.17,10.47,16.64,18.17,-119.78,883.17,77.69,62.33,883.17,4년치 존재,4,,,1.21,111.32,46923.0,30941.0,down,44.3,28300.0,22300.0,mixed,bear,3804.0,-19565.0,9075.0,205144.0,KOSPI,25400,5262,30941,0.7,"섬유,의류,신발,호화품",False,
009410,태영건설,0.666,9516.19,33529.22,26861.74,21744.84,,,,-4045.32,206.42,527.89,,,,-19.05,,,,-19.05,155.74,,,,155.74,1년치 존재,1,,,33.71,510.14,283596.0,134727.0,down,43.0,1745.0,1560.0,mixed,bear,-162267.0,-139056.0,16188.0,70749.0,KOSPI,1641,5242,134727,0.5,건설,False,
003620,KG모빌리티,0.9076,7372.5,37363.69,39050.69,43036.37,50812.0,56942.0,59231.0,125.48,14.33,361.56,361.0,853.0,1079.0,10.21,18.07,12.06,4.02,18.07,2423.1,-0.15,136.29,26.49,2423.1,4년치 존재,4,,,6.29,154.01,468080.0,602204.0,down,35.9,2955.0,2525.0,down,bear,-417132.0,-1391365.0,-180399.0,-347875.0,KOSPI,2525,5110,602204,1.3,자동차,False,
001680,대상,0.9844,10797.32,41074.94,42551.35,44013.05,44434.0,45805.0,47220.0,1237.17,1769.41,1692.82,1919.0,2028.0,2060.0,3.44,0.96,3.09,3.09,3.44,-4.33,13.36,5.68,1.58,13.36,4년치 존재,4,,,-23.89,203.41,137270.0,41127.0,down,42.6,19210.0,16850.0,mixed,bear,-54340.0,-41770.0,3443.0,187351.0,KOSPI,17760,6153,41127,0.3,식품,True,2026-09-02
002990,금호건설,1.0,14.34,22176.26,19141.91,20184.88,20763.0,23502.0,26418.0,218.04,-1818.28,470.84,709.0,1068.0,1246.0,5.45,2.86,13.19,12.41,13.19,125.89,50.58,50.63,16.67,125.89,4년치 존재,4,,,30.01,405.51,6624081.0,1895575.0,down,44.6,17310.0,6630.0,mixed,bear,-79217.0,-379284.0,16580.0,-83082.0,KOSPI,13270,4944,1895575,0.3,건설,False,
460860,동국제강,,13551.47,26321.04,35275.26,32034.31,37751.67,39717.33,41138.33,2354.9,1024.74,593.8,1234.67,1485.0,1601.67,-9.19,17.85,5.21,3.58,17.85,-42.05,107.93,20.28,7.86,107.93,4년치 존재,4,,,0.46,119.4,179864.0,105499.0,down,48.3,10840.0,8080.0,mixed,bear,-115430.0,-48367.0,108097.0,134485.0,KOSPI,9940,4931,105499,0.6,철강,False,
484870,엠앤씨솔루션,,-463.96,1834.5,2827.97,4033.49,4126.0,5013.0,5969.0,206.56,348.25,560.65,571.0,733.0,948.0,42.63,2.29,21.5,19.07,42.63,60.99,1.85,28.37,29.33,60.99,4년치 존재,4,,,23.92,94.42,185613.0,88225.0,down,50.1,35600.0,13180.0,mixed,bull,-74914.0,-377060.0,69660.0,342960.0,KOSPI,17900,4916,88225,0.5,우주항공과국방,False,
001270,부국증권,0.9998,,8150.41,7791.75,9654.64,,,,691.09,366.74,567.77,,,,23.91,,,,23.91,54.82,,,,54.82,1년치 존재,1,,,5.5,770.46,6430.0,1033.0,up,41.6,61200.0,47550.0,down,bull_cross,624.0,18960.0,-190.0,-48106.0,KOSPI,51100,5299,1033,0.2,증권,False,
001500,현대차증권,1.0,,15821.98,17956.33,18204.93,,,,651.7,546.91,722.52,,,,1.38,,,,1.38,32.11,,,,32.11,1년치 존재,1,,,5.33,794.17,79678.0,48643.0,up,47.6,8580.0,6900.0,mixed,bear,-43716.0,-123179.0,-16631.0,35913.0,KOSPI,7910,4891,48643,0.6,증권,False,
064960,SNT모티브,1.0,-3583.6,11362.8,9688.98,10063.74,10338.89,11394.67,12151.0,1166.29,981.28,1025.53,1062.78,1197.0,1366.0,3.87,2.73,10.21,6.64,10.21,4.51,3.63,12.63,14.12,14.12,4년치 존재,4,,,8.16,26.89,68528.0,72732.0,down,41.7,28450.0,24650.0,down,bear,-59967.0,-206570.0,-31525.0,-45729.0,KOSPI,25500,6768,72732,1.1,자동차부품,False,
007810,코리아써키트,0.8916,1868.81,13322.34,14069.57,15097.25,17103.5,19450.5,20506.0,-321.01,-331.54,538.16,970.5,1594.0,1876.5,7.3,13.29,13.72,5.43,13.72,262.32,80.34,64.25,17.72,262.32,4년치 존재,4,,,20.32,81.62,361868.0,2974905.0,up,64.9,95500.0,38500.0,mixed,bull,80101.0,320198.0,-4355.0,-380227.0,KOSPI,66400,15924,2974905,8.2,전자장비와기기,False,
019170,신풍제약,1.0,-190.16,2002.29,2210.94,2346.81,,,,-473.92,-204.55,142.55,,,,6.15,,,,6.15,169.69,,,,169.69,1년치 존재,1,,,-0.3,31.82,794220.0,141108.0,up,47.4,10550.0,7210.0,mixed,bear,103689.0,-630708.0,-3260.0,-140921.0,KOSPI,9270,4859,141108,0.2,제약,False,
079160,CJ CGV,1.0,20116.61,15458.39,19578.84,22753.69,24988.0,26474.0,28083.33,490.66,759.34,962.17,1060.4,1281.6,1410.0,16.22,9.82,5.95,6.08,16.22,26.71,10.21,20.86,10.02,26.71,4년치 존재,4,,,-11.73,412.31,520508.0,220488.0,up,48.4,5670.0,4220.0,mixed,bear,-335463.0,-56670.0,71532.0,264557.0,KOSPI,5270,8726,220488,0.4,방송과엔터테인먼트,False,
004710,한솔테크닉스,0.2898,2338.93,13026.79,11994.83,12524.25,13637.0,,,489.37,333.55,204.16,886.0,,,4.41,8.88,,,8.88,-38.79,333.97,,,333.97,2년치 존재,2,,,-3.42,116.07,945540.0,676979.0,up,65.2,11260.0,5640.0,up,bull,-500631.0,-1195728.0,-71975.0,673014.0,KOSPI,9760,5184,676979,0.7,전자장비와기기,False,
069260,TKG휴켐스,1.0,-2409.45,10526.89,11882.39,11276.91,13155.5,14230.0,15730.0,1212.3,808.02,656.15,890.0,960.0,1060.0,-5.1,16.66,8.17,10.54,16.66,-18.8,35.64,7.87,10.42,35.64,4년치 존재,4,,,7.15,36.19,40498.0,31074.0,down,49.2,16610.0,14440.0,mixed,bear,-51323.0,-56435.0,28600.0,55734.0,KOSPI,16190,6618,31074,0.8,화학,False,
114090,GKL,0.9978,-3786.15,3966.94,3963.9,4229.47,4690.71,4936.0,5139.0,510.18,383.25,526.44,689.29,781.86,864.4,6.7,10.91,5.23,4.11,10.91,37.36,30.93,13.43,10.56,37.36,4년치 존재,4,,,10.64,40.09,90405.0,65504.0,down,34.1,10840.0,8910.0,down,bear,-220565.0,-255948.0,-76142.0,-65900.0,KOSPI,8910,5511,65504,0.7,"호텔,레스토랑,레저",False,
002350,넥센타이어,0.9968,12956.47,27017.2,28479.25,31896.1,34770.87,36194.73,37908.85,1869.91,1721.37,1702.97,1757.67,2107.07,2357.92,12.0,9.01,4.09,4.74,12.0,-1.07,3.21,19.88,11.91,19.88,4년치 존재,4,,,7.59,131.44,138367.0,102912.0,up,32.0,7030.0,5490.0,down,bear,-224535.0,-575572.0,-14454.0,-366964.0,KOSPI,5580,5450,102912,0.7,자동차부품,False,
010780,아이에스동서,0.9452,9568.09,20294.4,15145.73,12343.56,10917.5,14041.75,19599.25,3405.21,1696.72,681.23,1560.5,1701.0,3059.25,-18.5,-11.55,28.62,39.58,39.58,-59.85,129.07,9.0,79.85,129.07,4년치 존재,4,,,5.97,114.34,82612.0,56729.0,up,40.8,24000.0,14540.0,down,bull,-88393.0,-34863.0,38985.0,-35164.0,KOSPI,15390,4575,56729,0.7,건설,False,
005250,녹십자홀딩스,,15833.53,20579.36,22048.55,24514.76,,,,-164.38,-107.16,362.27,,,,11.19,,,,11.19,438.06,,,,438.06,1년치 존재,1,,,-13.11,139.77,95121.0,33365.0,down,39.9,10750.0,9040.0,down,bear,-24675.0,-199985.0,-3237.0,-24065.0,KOSPI,9520,4477,33365,0.4,제약,False,
090435,아모레퍼시픽우,0.9562,-8086.94,36739.64,38851.11,42528.2,47258.21,51770.16,56190.56,1081.71,2204.81,3358.27,4871.16,5671.95,6445.78,9.46,11.12,9.55,8.54,11.12,52.32,45.05,16.44,13.64,52.32,4년치 존재,4,,,5.26,25.85,32453.0,46102.0,down,38.6,46800.0,37050.0,mixed,bear,-109424.0,-109646.0,58713.0,68784.0,KOSPI,42100,4445,46102,1.4,화장품,False,
033240,자화전자,1.0,821.61,5033.3,6811.45,8489.2,10056.0,10064.0,10680.0,-163.56,449.61,419.97,921.0,923.0,970.0,24.63,18.46,0.08,6.12,24.63,-6.59,119.3,0.22,5.09,119.3,4년치 존재,4,,,24.64,67.8,81900.0,99844.0,down,45.2,31200.0,19310.0,mixed,bear,-7688.0,-70371.0,-17574.0,-105621.0,KOSPI,26750,5779,99844,1.2,통신장비,False,
161000,애경케미칼,0.4668,5107.06,17937.36,16422.45,14523.35,,,,450.6,154.59,-101.93,,,,-11.56,,,,-11.56,-165.94,,,,-165.94,1년치 존재,1,,,2.77,111.82,289439.0,119843.0,down,49.4,11020.0,7490.0,mixed,bear,39725.0,-91005.0,-2465.0,16820.0,KOSPI,10010,4870,119843,0.4,화학,False,
075580,세진중공업,0.8085,1544.16,3847.96,3523.77,4026.86,4151.0,4651.0,5051.0,335.55,359.79,733.89,827.0,940.0,1059.0,14.28,3.08,12.05,8.6,14.28,103.98,12.69,13.66,12.66,103.98,4년치 존재,4,,,29.13,104.64,111884.0,83966.0,down,42.4,13940.0,9210.0,down,bull,19381.0,-62917.0,-4818.0,-22388.0,KOSPI,10090,5736,83966,0.8,조선,False,
001060,JW중외제약,1.0,-303.34,7485.27,7193.76,7752.98,,,,1003.04,824.88,944.61,,,,7.77,,,,7.77,14.51,,,,14.51,1년치 존재,1,,,27.63,60.98,64847.0,28879.0,down,47.3,30000.0,22000.0,up,bear,12102.0,-55319.0,-2895.0,20168.0,KOSPI,26650,6206,28879,0.4,제약,False,
034310,NICE,0.4916,5008.22,28189.17,30383.27,32425.6,,,,969.85,1742.64,1980.97,,,,6.72,,,,6.72,13.68,,,,13.68,1년치 존재,1,,,2.76,170.69,39703.0,31007.0,down,35.7,13580.0,11180.0,mixed,bear,-15924.0,-90670.0,-2456.0,119890.0,KOSPI,11910,4378,31007,0.8,IT서비스,False,
009900,명신산업,1.0,-545.5,17389.05,15738.18,16191.55,16900.0,17500.0,18340.0,2081.12,1481.2,1025.92,1140.0,1380.0,1510.0,2.88,4.38,3.55,4.8,4.8,-30.74,11.12,21.05,9.42,21.05,4년치 존재,4,,,11.54,91.11,307106.0,336577.0,up,55.0,8680.0,5950.0,mixed,bear,10550.0,-37340.0,-4557.0,105716.0,KOSPI,8340,4376,336577,1.1,자동차부품,True,2026-09-09
004690,삼천리,0.8709,750.99,56640.41,51205.27,52754.61,54361.0,54856.0,55876.0,1744.91,1143.03,1596.31,1835.0,1786.0,1858.0,3.03,3.05,0.91,1.86,3.05,39.66,14.95,-2.67,4.03,39.66,4년치 존재,4,,,7.72,119.64,6322.0,2958.0,down,49.1,138000.0,111100.0,mixed,bear,-487.0,-14005.0,-212.0,16856.0,KOSPI,130600,4737,2958,0.5,가스유틸리티,False,
002840,미원상사,1.0,-119.71,4213.67,4357.98,4411.38,,,,672.39,599.46,436.08,,,,1.23,,,,1.23,-27.25,,,,-27.25,1년치 존재,1,,,12.63,20.44,2459.0,1276.0,up,58.5,138800.0,116800.0,up,bull_cross,-346.0,458.0,742.0,3063.0,KOSPI,136900,6161,1276,0.5,화학,False,
377740,바이오노트,1.0,-3649.99,900.81,1027.8,1183.24,,,,-470.41,122.15,167.06,,,,15.12,,,,15.12,36.77,,,,36.77,1년치 존재,1,,,-7.79,4.09,45408.0,44620.0,down,40.3,4970.0,4385.0,mixed,bear,-27917.0,-66601.0,-1798.0,-23856.0,KOSPI,4640,4728,44620,1.0,건강관리장비와용품,False,
145990,삼양사,0.8903,6948.15,26514.39,26718.21,25625.0,,,,1132.0,1335.23,1117.25,,,,-4.09,,,,-4.09,-16.33,,,,-16.33,1년치 존재,1,,,-17.89,127.21,10131.0,7668.0,down,41.9,48200.0,42350.0,mixed,bear,-13167.0,-33936.0,3650.0,40014.0,KOSPI,45500,4693,7668,0.8,식품,False,
003280,흥아해운,1.0,150.96,1648.12,1880.01,1808.13,,,,245.63,275.41,112.76,,,,-3.82,,,,-3.82,-59.06,,,,-59.06,1년치 존재,1,,,9.42,70.8,11135236.0,2467030.0,up,52.6,2035.0,1529.0,up,bull,1479930.0,-478390.0,-1548.0,8191.0,KOSPI,1798,4323,2467030,0.2,해운사,False,
014820,동원시스템즈,0.999,2862.38,12766.51,13342.57,13728.74,,,,808.51,919.05,661.56,,,,2.89,,,,2.89,-28.02,,,,-28.02,1년치 존재,1,,,7.26,71.91,35444.0,25647.0,down,46.0,23200.0,18640.0,mixed,bear,-18769.0,-40321.0,12131.0,35942.0,KOSPI,21050,6103,25647,0.7,포장재,False,
008060,대덕,0.5689,-3721.99,12792.57,12671.95,13849.9,,,,313.28,84.17,113.13,,,,9.3,,,,9.3,34.41,,,,34.41,1년치 존재,1,,,6.23,32.23,68756.0,103284.0,up,46.3,17240.0,11490.0,mixed,bear,7225.0,114057.0,3312.0,-30252.0,KOSPI,14520,4543,103284,1.5,전자장비와기기,False,
001510,SK증권,1.0,,11444.82,11017.42,14046.72,,,,130.98,-1078.76,77.86,,,,27.5,,,,27.5,107.22,,,,107.22,1년치 존재,1,,,11.32,1191.67,3657704.0,3492728.0,down,44.4,2955.0,1765.0,mixed,bear,42217.0,3172742.0,-10930.0,-3325794.0,KOSPI,2340,5412,3492728,1.0,증권,False,
005810,풍산홀딩스,0.9995,526.02,4067.29,4493.94,4325.3,5635.0,5670.0,5815.0,678.38,1047.5,668.01,1387.5,1183.0,1220.0,-3.75,30.28,0.62,2.56,30.28,-36.23,107.71,-14.74,3.13,107.71,4년치 존재,4,,,8.93,14.35,13423.0,10810.0,up,51.2,39450.0,31700.0,mixed,bear,10194.0,-6955.0,-197.0,8251.0,KOSPI,37450,5399,10810,0.8,비철금속,False,
001570,금양,,3021.11,1520.31,1537.3,1027.81,,,,-146.08,-560.02,-446.61,,,,-33.14,,,,-33.14,20.25,,,,20.25,1년치 존재,1,,,-13.29,173.05,,,,,,,,,0.0,0.0,0.0,0.0,KOSPI,9900,6333,0,,화학,False,
178920,PI첨단소재,,-200.79,2176.39,2512.95,2634.21,2924.0,3285.5,3679.0,-39.38,338.26,430.39,682.5,754.0,845.0,4.83,11.0,12.36,11.98,12.36,27.24,58.58,10.48,12.07,58.58,4년치 존재,4,,,11.41,29.24,27342.0,41218.0,down,43.3,21000.0,16350.0,mixed,bear,-21961.0,-30299.0,-4667.0,7009.0,KOSPI,18250,5359,41218,1.5,화학,False,
403550,쏘카,1.0,2788.21,3984.72,4317.63,4707.03,5080.0,5373.0,5570.0,-96.9,-98.01,232.49,294.0,353.0,405.0,9.02,7.92,5.77,3.67,9.02,337.21,26.46,20.07,14.73,337.21,4년치 존재,4,,,-7.74,209.7,14710.0,12342.0,up,47.9,11820.0,9080.0,mixed,bear,-13036.0,-37612.0,16591.0,107964.0,KOSPI,10770,4086,12342,0.8,도로와철도운송,False,
073240,금호타이어,0.9331,12484.08,40414.12,45321.78,47012.82,51016.0,53579.7,56200.25,4110.1,5885.92,5758.59,6244.9,6612.5,7463.75,3.73,8.52,5.03,4.89,8.52,-2.16,8.44,5.89,12.87,12.87,4년치 존재,4,,,23.14,138.84,1953406.0,884728.0,up,41.6,8140.0,4705.0,mixed,bear,-275635.0,2645957.0,-55156.0,712074.0,KOSPI,6690,19218,884728,0.5,자동차부품,False,
014830,유니드,1.0,1189.13,11337.15,11116.31,13387.58,16063.17,17101.33,17706.33,320.69,954.45,879.09,940.5,1124.67,1196.17,20.43,19.99,6.46,3.54,20.43,-7.9,6.99,19.58,6.36,19.58,4년치 존재,4,,,7.81,42.63,12436.0,8255.0,down,37.2,66500.0,57600.0,mixed,bear,-12479.0,-37308.0,94.0,33491.0,KOSPI,60000,4061,8255,0.7,화학,False,
306200,세아제강,1.0,2511.76,18609.05,18094.33,14847.97,18685.67,19646.5,20259.4,2319.1,2029.09,496.01,1118.17,1247.33,1414.8,-17.94,25.85,5.14,3.12,25.85,-75.56,125.43,11.55,13.43,125.43,4년치 존재,4,,,4.9,81.42,8693.0,4919.0,up,50.0,150600.0,118500.0,up,bear,7376.0,33921.0,-8040.0,-15372.0,KOSPI,142500,4042,4919,0.6,철강,False,
016610,DB증권,0.8528,,12069.86,13185.38,19219.88,,,,212.96,618.59,1166.98,,,,45.77,,,,45.77,88.65,,,,88.65,1년치 존재,1,,,9.16,1006.08,60150.0,23314.0,down,60.5,10330.0,7920.0,up,bull,-79576.0,-205632.0,116488.0,491244.0,KOSPI,10250,4351,23314,0.4,증권,False,
