종목코드,매출액_2025,매출액_2026,매출액_2027,매출액_2028,영업이익_2025,영업이익_2026,영업이익_2027,영업이익_2028,지배비율,순차입금,시가총액,현재가,PER,업종,시장
005380,1862545.0,1939054.0,2027830.2,2127367.9,114679.0,114487.0,132356.96,142401.33,0.9145,1025242.74,788317,385000,4.67,자동차,KOSPI
005930,3336059.0,7383056.0,9538471.43,10181876.28,436010.0,3912929.0,5521616.91,5516795.67,0.9861,-1675903.07,15755721,269500,36.84,반도체와반도체장비,KOSPI
373220,236718.0,324094.0,417234.06,496637.94,13461.0,8299.0,39816.28,61264.18,0.7575,250840.51,815490,348500,80.86,전기제품,KOSPI
028260,407422.0,455707.0,493136.15,514226.67,32927.0,38109.0,44037.31,47717.17,0.7038,-38038.9,619480,382000,10.95,복합기업,KOSPI
005935,3336059.0,7383056.0,9538471.43,10181876.28,436010.0,3912929.0,5521616.91,5516795.67,0.9861,-1675903.07,1591904,198400,36.84,반도체와반도체장비,KOSPI
402340,104556.0,180990.0,228216.67,230443.33,87974.0,482125.0,600482.5,606465.0,1.0,-13112.77,1492060,1131000,,반도체와반도체장비,KOSPI
000660,971467.0,3446702.0,5047823.61,5518524.79,472063.0,2655379.0,3949867.43,4084823.68,0.9987,-668447.84,13097728,1793000,,반도체와반도체장비,KOSPI
316140,415484.0,,,,36748.0,43793.0,47979.69,50413.67,0.971,,250876,34050,3.84,은행,KOSPI
267250,712594.0,847697.0,898414.8,962317.4,60996.0,123888.0,115708.8,128127.4,0.3936,7714.96,194718,246500,18.91,조선,KOSPI
003550,72525.0,82743.0,91080.56,98648.71,9122.0,16128.0,20042.78,22033.57,0.8175,-25430.26,179767,118900,10.92,복합기업,KOSPI
032830,371383.0,,,,25805.0,34544.0,69533.25,45800.38,1.0,,616000,308000,7.29,생명보험,KOSPI
024110,292172.0,,,,36556.0,37151.0,40117.54,42377.25,0.9937,,165865,20800,3.54,은행,KOSPI
042660,127835.0,158201.0,153566.3,164903.63,11676.0,22530.0,25170.9,28602.0,0.9999,47157.9,263822,86100,33.15,조선,KOSPI
015760,974293.0,976260.0,989858.17,1008595.0,134906.0,79212.0,114256.58,131965.09,0.9556,1306591.75,218910,34100,,전기유틸리티,KOSPI
