종목코드,매출액_2025,매출액_2026,매출액_2027,매출액_2028,영업이익_2025,영업이익_2026,영업이익_2027,영업이익_2028,지배비율,순차입금,시가총액,현재가,PER,업종,시장
005380,1862545.0,1939700.0,2028504.72,2128267.29,114679.0,114691.0,132397.96,142457.0,0.9145,1025242.74,785246,383500,4.67,자동차,KOSPI
373220,236718.0,324094.0,417233.83,496637.94,13461.0,8299.0,39816.5,61264.18,0.7575,250840.51,855270,365500,80.86,전기제품,KOSPI
042700,5767.0,8196.0,11239.0,13148.0,2514.0,3822.0,5617.0,6843.0,1.0,-862.95,200632,210500,22.48,반도체와반도체장비,KOSPI
000270,1141409.0,1257144.0,1314546.68,1366272.95,90781.0,102394.0,113327.8,122172.86,1.0,-211997.07,497386,127400,4.59,자동차,KOSPI
011200,108914.0,128212.0,118255.15,115315.69,14612.0,16139.0,10364.85,8811.92,0.9999,-65426.06,201381,21350,10.71,해운사,KOSPI
298040,59685.0,71938.0,85610.93,100314.0,7470.0,11259.0,15560.64,20219.31,0.9856,5156.8,254094,2725000,13.02,전기장비,KOSPI
009540,299332.0,344955.0,375328.42,403395.0,39045.0,61594.0,73613.75,84268.83,0.7857,-110945.45,243460,344000,38.59,조선,KOSPI
402340,104556.0,180990.0,228216.67,230443.33,87974.0,482125.0,600482.5,606465.0,1.0,-13112.77,1294174,981000,,반도체와반도체장비,KOSPI
000810,247785.0,,,,26591.0,31986.0,37928.08,36586.31,1.0,,313425,702000,7.31,손해보험,KOSPI
010140,106500.0,128097.0,146560.74,159870.39,8622.0,13814.0,19722.53,23461.33,1.0,-1987.7,190520,21650,,조선,KOSPI
316140,415484.0,,,,36748.0,43793.0,47979.69,50413.67,0.971,,255297,34650,3.84,은행,KOSPI
012330,611181.0,650053.0,693787.76,730347.64,33575.0,37881.0,42546.68,46080.27,0.9977,-89091.2,380390,423500,6.52,자동차부품,KOSPI
