종목코드,매출액_2025,매출액_2026,매출액_2027,매출액_2028,영업이익_2025,영업이익_2026,영업이익_2027,영업이익_2028,지배비율,순차입금,시가총액,현재가,PER,업종,시장
005935,3336059.0,7384675.0,9414236.65,9984010.17,436010.0,3917860.0,5433530.83,5361095.11,0.9867,-1675903.07,1498829,186800,36.84,반도체와반도체장비,KOSPI
005930,3336059.0,7384675.0,9414236.65,9984010.17,436010.0,3917860.0,5433530.83,5361095.11,0.9867,-1675903.07,15024936,257000,36.84,반도체와반도체장비,KOSPI
402340,104556.0,97064.0,132696.0,136542.0,87974.0,463802.0,582916.0,591750.0,1.0,-13112.77,1356179,1028000,,반도체와반도체장비,KOSPI
009150,113145.0,143234.0,183974.9,236974.17,9133.0,19307.0,37110.95,58230.56,0.9633,-2270.93,1061397,1421000,28.11,전자장비와기기,KOSPI
000660,971467.0,3458039.0,5000773.26,5401960.05,472063.0,2666476.0,3918203.17,3991296.32,0.9986,-668447.84,12075039,1653000,,반도체와반도체장비,KOSPI
005380,1862545.0,1940652.0,2031223.32,2131610.14,114679.0,114811.0,132761.88,142985.57,0.9145,1025242.74,818007,399500,4.67,자동차,KOSPI
105560,812307.0,,,,85177.0,94214.0,95762.0,98427.44,0.9917,,608644,171600,4.77,은행,KOSPI
207940,45570.0,54951.0,64069.0,68466.8,20692.0,24162.0,28197.58,30980.9,0.9986,-9473.01,687884,1486000,92.82,제약,KOSPI
373220,236718.0,322163.0,413328.37,497637.94,13461.0,8254.0,38513.53,61264.18,0.7185,250840.51,865800,370000,80.86,전기제품,KOSPI
010120,49658.0,65171.0,79628.13,93659.47,4264.0,7140.0,10279.75,13348.6,1.0,8044.96,321750,214500,10.66,전기장비,KOSPI
033780,65797.0,69880.0,,,13437.0,15328.0,,,,6188.53,183018,176300,13.14,담배,KOSPI
018260,139299.0,144051.0,151519.71,160093.62,9571.0,8279.0,10679.79,11853.69,0.9807,-57031.26,188028,243000,18.97,IT서비스,KOSPI
011200,108914.0,128212.0,118255.15,115315.69,14612.0,16139.0,10364.85,8811.92,0.9999,-65426.06,204683,21700,10.71,해운사,KOSPI
006400,132667.0,159451.0,199237.21,247267.76,-17224.0,3522.0,14225.05,24384.24,0.789,106775.0,460143,571000,16.63,전기제품,KOSPI
010140,106500.0,128097.0,146560.74,159870.39,8622.0,13814.0,19722.53,23461.33,1.0,-1987.7,186560,21200,,조선,KOSPI
267250,712594.0,847697.0,898414.8,962317.4,60996.0,123888.0,115708.8,128127.4,0.3936,7714.96,172205,218000,18.91,조선,KOSPI
009540,299332.0,344955.0,375328.42,403395.0,39045.0,61594.0,73613.75,84268.83,0.7857,-110945.45,250891,354500,38.59,조선,KOSPI
005490,690949.0,735681.0,760188.82,785304.75,18271.0,30976.0,38264.82,44025.44,0.9089,179179.05,267440,337500,24.88,철강,KOSPI
316140,415484.0,,,,36748.0,43793.0,47979.69,50413.67,0.971,,246822,33900,3.84,은행,KOSPI
035420,120350.0,137915.0,156560.0,181467.0,22081.0,22171.0,25835.09,30038.44,0.9977,-37918.97,335329,220500,36.25,양방향미디어와서비스,KOSPI
012450,267029.0,322910.0,346398.94,370676.28,30893.0,46248.0,56977.78,63321.56,0.6503,67515.16,596589,1157000,7.98,우주항공과국방,KOSPI
329180,175806.0,247791.0,266723.5,286262.4,20375.0,40521.0,47403.88,54808.53,1.0,-49151.16,479673,457000,463.89,조선,KOSPI
298040,59685.0,71938.0,85610.93,100314.0,7470.0,11259.0,15560.64,20219.31,0.9856,5156.8,294003,3153000,13.02,전기장비,KOSPI
042700,5767.0,8196.0,11239.0,13148.0,2514.0,3822.0,5617.0,6843.0,1.0,-862.95,209210,219500,22.48,반도체와반도체장비,KOSPI
034730,1227033.0,1473276.0,1446340.78,1520674.86,18185.0,118212.0,114339.33,138400.14,0.3979,496014.83,393690,543000,,석유와가스,KOSPI
042660,127835.0,158201.0,153566.3,164903.63,11676.0,22530.0,25170.9,28602.0,0.9999,47157.9,271176,88500,33.15,조선,KOSPI
096770,802961.0,1041172.0,953858.83,954075.42,4487.0,87325.0,45473.17,43849.75,0.8956,261185.73,197623,116900,53.47,석유와가스,KOSPI
010130,165879.0,239348.0,238733.43,247067.33,12319.0,22605.0,19968.86,21588.83,0.9981,60740.67,287003,1375000,19.06,비철금속,KOSPI
055550,646820.0,,,,70234.0,80830.0,84632.75,87826.2,0.993,,514987,109700,4.78,은행,KOSPI
012330,611181.0,650048.0,693794.16,730479.45,33575.0,37898.0,42581.88,46114.36,0.9977,-89091.2,404642,450500,6.52,자동차부품,KOSPI
015760,974293.0,976260.0,989858.17,1008595.0,134906.0,79212.0,114256.58,131965.09,0.9556,1306591.75,208959,32550,,전기유틸리티,KOSPI
032830,371383.0,,,,25805.0,34544.0,69533.25,45800.38,1.0,,620000,310000,7.29,생명보험,KOSPI
066570,892009.0,966485.0,1010770.71,1052523.07,24784.0,46395.0,49360.82,60193.13,0.8057,41258.6,328213,201500,25.82,전자제품,KOSPI
068270,41625.0,55304.0,63606.18,71216.47,11685.0,18550.0,22666.59,25636.65,0.9934,26085.71,443601,190700,55.43,제약,KOSPI
006800,292830.0,583885.0,482449.33,504779.0,19151.0,47798.0,26153.73,27203.73,0.9726,,196302,36150,18.04,증권,KOSPI
017670,170992.0,176619.0,180111.68,183894.47,10732.0,19622.0,20797.11,21991.68,1.0,82031.19,211783,98600,10.03,무선통신서비스,KOSPI
