종목코드,매출액_2025,매출액_2026,매출액_2027,매출액_2028,영업이익_2025,영업이익_2026,영업이익_2027,영업이익_2028,지배비율,순차입금,시가총액,현재가,PER,업종,시장
402340,104555.53,130986.0,152484.0,151568.0,87974.21,496238.4,603879.0,607606.0,1.0,-13112.77,1414225,1072000,,반도체와반도체장비,KOSPI
005935,3336059.38,7362011.5,9556911.95,10205997.94,436010.51,3877835.91,5547207.68,5562056.78,0.9873,-1675903.07,1579869,196900,,반도체와반도체장비,KOSPI
005930,3336059.38,7362011.5,9556911.95,10205997.94,436010.51,3877835.91,5547207.68,5562056.78,0.9873,-1675903.07,15200324,260000,,반도체와반도체장비,KOSPI
000660,971466.75,3439269.39,5062789.26,5562404.79,472063.19,2649256.61,3973945.26,4105474.74,0.9986,-668447.84,13506804,1849000,,반도체와반도체장비,KOSPI
032830,371383.1,,,,25804.69,34544.25,69533.25,45800.38,1.0,,567000,283500,,생명보험,KOSPI
028260,407422.41,455707.07,493136.15,514226.67,32927.47,38109.0,44037.31,47717.17,0.7038,-38038.9,573262,353500,,복합기업,KOSPI
012450,267029.01,324104.0,346517.32,371269.32,30893.2,46453.95,57056.37,63529.53,0.6486,67515.16,563072,1092000,,우주항공과국방,KOSPI
005380,1862544.72,1935858.8,2020377.68,2122667.9,114678.51,113600.16,130562.96,140951.33,0.9124,1025242.74,750437,366500,,자동차,KOSPI
086790,689436.35,,,,53508.98,59870.47,62471.88,65090.5,0.9849,,362287,133700,,은행,KOSPI
068270,41624.95,55396.11,64267.33,71626.18,11684.71,18569.94,22905.72,25840.59,0.9945,26085.71,418944,180100,,제약,KOSPI
000270,1141409.19,1255485.24,1307687.84,1362258.91,90781.48,101666.04,111115.0,120413.32,0.9995,-211997.07,474742,121600,,자동차,KOSPI
034730,1227033.38,1480609.0,1456331.0,1514952.1,18184.76,115600.08,110268.08,126485.5,0.3947,496014.83,398765,550000,,석유와가스,KOSPI
000810,247785.2,,,,26591.43,32316.92,38353.46,37044.0,1.0,,292441,655000,,손해보험,KOSPI
298040,59685.12,71937.5,85611.07,100314.0,7469.68,11297.29,15675.29,20398.85,0.9855,5156.8,269293,2888000,,전기장비,KOSPI
267260,40794.98,46914.13,55469.0,64687.29,9953.13,12327.13,15511.4,18902.79,1.0,-8268.76,262063,727000,,전기장비,KOSPI
316140,415483.95,,,,36748.08,43792.63,47979.69,50413.67,0.971,,266348,36150,,은행,KOSPI
042660,127835.12,158337.05,153197.9,164731.95,11675.9,22486.14,24957.05,28407.4,0.9999,47157.9,255855,83500,,조선,KOSPI
042700,5766.85,8196.0,11239.0,13148.0,2513.9,3822.0,5617.0,6843.0,1.0,-862.95,223984,235000,,반도체와반도체장비,KOSPI
096770,802960.54,1038783.23,947424.54,936239.38,4486.84,90344.38,46164.85,42607.85,0.8777,261185.73,231602,137000,,석유와가스,KOSPI
015760,974293.46,976053.36,989070.07,1006913.46,134905.57,77650.79,111501.07,133061.23,0.9581,1306591.75,198367,30900,,전기유틸리티,KOSPI
071050,194661.43,419870.0,417760.0,419820.0,23453.29,40613.81,32549.75,33383.2,1.0,,101979,183000,,증권,KOSPI
267250,712594.38,846178.0,896322.8,959406.0,60996.36,132852.6,122660.6,132859.2,0.3858,7714.96,167465,212000,,조선,KOSPI
018260,139298.68,144025.87,151503.67,159438.86,9571.03,8237.2,10685.67,11870.57,0.982,-57031.26,170231,220000,,IT서비스,KOSPI
006800,292830.28,582144.67,493576.0,520335.67,19151.04,47817.2,26232.4,27610.4,0.9734,,171595,31600,,증권,KOSPI
010140,106500.11,127840.5,147204.7,160306.11,8622.11,13686.45,19754.7,23538.16,1.0,-1987.7,185240,21050,,조선,KOSPI
086280,295664.09,331591.41,345729.82,359207.5,20730.08,21591.94,23576.06,24881.25,0.9987,-5446.09,153000,204000,,항공화물운송과물류,KOSPI
000720,310629.12,269351.95,285995.8,307547.89,6530.06,8672.35,11284.55,13747.94,0.7675,6231.61,139863,125600,,건설,KOSPI
035720,80991.48,83383.0,89654.32,97198.25,7320.37,10366.58,11835.47,13471.0,0.892,-90183.57,148848,33600,,양방향미디어와서비스,KOSPI
278470,15273.45,30830.4,42668.9,52829.95,3655.21,7659.4,10805.7,13547.95,0.9986,-1952.48,137772,368000,,화장품,KOSPI
030200,282441.61,273840.06,280104.39,286069.06,24691.33,21203.89,22642.44,23659.22,0.9332,95653.68,134076,53200,,다각화된통신서비스,KOSPI
064350,58390.32,68395.0,77290.82,88512.19,10056.41,10808.24,13191.12,16463.56,0.997,-24542.29,134791,123500,,우주항공과국방,KOSPI
105560,812307.08,,,,85177.11,94482.56,95887.75,98431.93,0.9916,,623186,175700,,은행,KOSPI
047810,36963.79,53896.35,67197.59,75705.59,2691.9,3523.12,5845.53,7390.65,0.9904,27887.67,126913,130200,,우주항공과국방,KOSPI
207940,45569.72,54951.31,64069.0,68466.8,20692.21,24162.15,28197.58,30980.9,0.9985,-9473.01,647610,1399000,,제약,KOSPI
034020,170578.76,183496.38,205211.2,229828.2,7627.12,11307.5,16256.4,20657.27,0.6463,45793.89,548961,85700,,기계,KOSPI
055550,646819.6,,,,70233.57,80829.75,84632.75,87826.2,0.993,,521559,111100,,은행,KOSPI
005830,230479.16,,,,23839.5,,,,0.7872,,123468,188500,,손해보험,KOSPI
443060,19827.01,23717.0,26284.67,30085.56,3501.41,4141.89,5245.0,6557.67,1.0,-5145.06,109394,244000,,조선,KOSPI
003490,252255.42,282788.91,280849.91,288405.73,11135.89,11090.73,22452.55,25656.82,1.0,192096.56,107336,29150,,항공사,KOSPI
078930,251841.27,286612.8,281332.2,283044.0,29360.61,51915.0,36700.0,36994.0,0.8262,61654.03,105901,114000,,석유와가스,KOSPI
028050,90287.69,107197.62,129060.1,141402.63,7920.79,9823.81,11926.86,13253.21,0.9729,-36619.52,102116,52100,,건설,KOSPI
066570,892008.82,966484.59,1010770.71,1052523.07,24783.92,46394.53,49360.82,60193.13,0.8057,41258.6,323652,198700,,전자제품,KOSPI
021240,49635.66,56966.5,64071.25,71289.5,8786.52,10133.0,11836.0,12775.5,1.0,25247.31,71829,101500,,가정용기기와용품,KOSPI
000150,197841.38,218529.69,252451.83,285187.0,10627.15,17946.85,25094.92,31331.0,0.504,54570.67,234649,1449000,,복합기업,KOSPI
009540,299332.15,348635.82,380053.73,409596.27,39044.9,61927.36,73808.18,84712.82,0.8002,-110945.45,240629,340000,,조선,KOSPI
003670,29386.98,32611.63,42429.75,55076.4,328.27,989.56,1816.13,2826.53,0.8858,35152.63,163038,183300,,화학,KOSPI
009830,133330.55,182673.75,195898.08,204049.92,-3647.59,8899.67,12961.08,14572.83,0.9836,128985.87,64432,28650,,에너지장비및서비스,KOSPI
272210,36641.51,45524.67,51728.67,59519.93,1198.99,2501.67,4527.8,5763.87,1.0,17248.57,150947,79900,,우주항공과국방,KOSPI
373220,236717.59,323112.39,416827.72,496332.65,13461.2,8408.22,39847.61,61289.47,0.7585,250840.51,850590,363500,,전기제품,KOSPI
079550,43069.36,51246.63,60817.44,71302.56,3194.42,4489.81,6269.5,8384.56,1.0,16723.11,162140,737000,,우주항공과국방,KOSPI
329180,175806.33,247518.33,266501.44,285912.71,20375.1,40537.22,47419.0,55084.0,1.0,-49151.16,484921,462000,,조선,KOSPI
259960,33265.54,48470.22,51875.67,55595.13,10543.81,14507.67,15637.94,16774.93,0.9919,-21242.54,93555,204500,,게임엔터테인먼트,KOSPI
011070,218966.03,254998.63,268909.47,283138.25,6650.07,12757.32,14683.26,17479.81,1.0,9425.44,125672,531000,,전자장비와기기,KOSPI
090430,42528.2,47258.21,51770.16,56190.56,3358.27,4871.16,5671.95,6445.78,0.9562,-8086.94,83469,142700,,화장품,KOSPI
012330,611181.27,649160.32,692228.64,728940.86,33574.56,37772.96,42321.56,46083.59,0.9968,-89091.2,341767,380500,,자동차부품,KOSPI
035420,120350.07,137904.17,157115.57,182214.53,22081.38,21970.3,25735.87,30005.89,0.998,-37918.97,300386,197500,,양방향미디어와서비스,KOSPI
047040,80546.27,80858.95,90325.89,101602.88,-8154.31,8269.32,8120.26,9066.18,0.9881,31023.76,78155,19020,,건설,KOSPI
010130,165878.51,239348.29,238733.43,247067.33,12319.27,22605.0,19968.86,21588.83,0.9981,60740.67,236282,1132000,,비철금속,KOSPI
088350,274363.51,,,,11472.5,17329.5,17680.0,18712.0,0.7668,,51156,5890,,생명보험,KOSPI
039490,171217.04,369379.0,300835.67,307065.67,14882.4,22916.72,19010.89,19670.82,1.0,,68587,261500,,증권,KOSPI
047050,323736.04,352609.38,360579.46,370430.46,11653.16,14729.0,15589.38,16455.0,0.9582,67614.96,100452,57100,,무역회사와판매업체,KOSPI
064400,61295.43,65697.5,71548.25,77959.27,5518.28,5820.75,6680.42,7375.27,0.9971,-10425.1,68208,70400,,IT서비스,KOSPI
128940,15475.31,17596.72,17945.44,19011.12,2577.99,3664.94,3151.89,3115.76,0.9156,90.87,64696,505000,,제약,KOSPI
003550,72525.47,82626.1,90923.2,98914.44,9121.74,15628.7,19264.0,21911.22,0.8143,-25430.26,169486,112100,,복합기업,KOSPI
024110,292172.06,,,,36555.89,37151.23,40117.54,42377.25,0.9937,,160681,20150,,은행,KOSPI
