종목코드,매출액_2025,매출액_2026,매출액_2027,매출액_2028,영업이익_2025,영업이익_2026,영업이익_2027,영업이익_2028,지배비율,순차입금,시가총액,현재가,PER,업종,시장
005930,3336059.0,7384675.0,9543904.48,10174549.06,436010.0,3917860.0,5542251.7,5520887.89,0.986,-1675903.07,15200324,260000,36.84,반도체와반도체장비,KOSPI
000660,971467.0,3458039.0,5071771.52,5500796.89,472063.0,2666476.0,3972243.17,4067493.16,0.9986,-668447.84,12228442,1674000,,반도체와반도체장비,KOSPI
005935,3336059.0,7384675.0,9543904.48,10174549.06,436010.0,3917860.0,5542251.7,5520887.89,0.986,-1675903.07,1496422,186500,36.84,반도체와반도체장비,KOSPI
032830,371383.0,,,,25805.0,34544.0,69533.25,45800.38,1.0,,612000,306000,7.29,생명보험,KOSPI
005380,1862545.0,1940652.0,2031223.32,2131610.14,114679.0,114811.0,132761.88,142985.57,0.9145,1025242.74,826198,403500,4.67,자동차,KOSPI
010120,49658.0,65171.0,79628.13,93659.47,4264.0,7140.0,10279.75,13348.6,1.0,8044.96,311250,207500,10.66,전기장비,KOSPI
267250,712594.0,847697.0,898414.8,962317.4,60996.0,123888.0,115708.8,128127.4,0.3936,7714.96,172995,219000,18.91,조선,KOSPI
042660,127835.0,158201.0,153566.3,164903.63,11676.0,22530.0,25170.9,28602.0,0.9999,47157.9,269644,88000,33.15,조선,KOSPI
316140,415484.0,,,,36748.0,43793.0,47979.69,50413.67,0.971,,249034,33800,3.84,은행,KOSPI
267260,40795.0,46914.0,55468.73,64687.21,9953.0,12324.0,15512.33,18903.79,1.0,-8268.76,281528,781000,11.43,전기장비,KOSPI
207940,45570.0,54951.0,64069.0,68466.8,20692.0,24162.0,28197.58,30980.9,0.9985,-9473.01,702697,1518000,92.82,제약,KOSPI
017670,170992.0,176619.0,180111.68,183894.47,10732.0,19622.0,20797.11,21991.68,1.0,82031.19,202332,94200,10.03,무선통신서비스,KOSPI
329180,175806.0,247791.0,266723.5,286262.4,20375.0,40521.0,47403.88,54808.53,1.0,-49151.16,471801,449500,463.89,조선,KOSPI
402340,104556.0,97064.0,132696.0,136542.0,87974.0,463802.0,582916.0,591750.0,1.0,-13112.77,1368052,1037000,,반도체와반도체장비,KOSPI
028260,407422.0,455221.0,491738.46,513038.33,32927.0,38073.0,44105.77,47672.17,0.7059,-38038.9,610561,376500,10.95,복합기업,KOSPI
033780,65797.0,69880.0,,,13437.0,15328.0,,,,6188.53,184886,178100,13.14,담배,KOSPI
003550,72525.0,82836.0,91153.3,98794.5,9122.0,16183.0,19872.2,21776.25,0.8098,-25430.26,180523,119400,10.92,복합기업,KOSPI
009540,299332.0,344955.0,375328.42,403395.0,39045.0,61594.0,73613.75,84268.83,0.7857,-110945.45,246644,348500,38.59,조선,KOSPI
006400,132667.0,159451.0,198943.95,247105.11,-17224.0,3522.0,14225.7,24413.44,0.7877,106775.0,464978,577000,16.63,전기제품,KOSPI
010130,165879.0,239348.0,238733.43,247067.33,12319.0,22605.0,19968.86,21588.83,0.9981,60740.67,266548,1277000,19.06,비철금속,KOSPI
051910,459322.0,562410.0,640724.38,708314.31,11809.0,13021.0,39507.69,55674.85,0.7905,307180.26,197659,280000,29.2,화학,KOSPI
086790,689436.0,,,,53509.0,59861.0,62482.29,65105.94,0.9849,,373963,136300,3.74,은행,KOSPI
015760,974293.0,976260.0,989858.17,1008595.0,134906.0,79212.0,114256.58,131965.09,0.9556,1306591.75,204787,31900,,전기유틸리티,KOSPI
010140,106500.0,128097.0,146560.74,159870.39,8622.0,13814.0,19722.53,23461.33,1.0,-1987.7,183920,20900,,조선,KOSPI
024110,292172.0,,,,36556.0,37151.0,40117.54,42377.25,0.9937,,165067,20700,3.54,은행,KOSPI
035720,80991.0,83486.0,89938.32,97538.25,7320.0,10352.0,11836.0,13421.63,0.8927,-90183.57,161910,36550,,양방향미디어와서비스,KOSPI
000150,197841.0,218424.0,252348.5,284230.0,10627.0,18125.0,25064.08,31031.0,0.5085,54570.67,204528,1263000,,복합기업,KOSPI
055550,646820.0,,,,70234.0,80830.0,84632.75,87826.2,0.993,,511231,108900,4.78,은행,KOSPI
006800,292830.0,583885.0,482449.33,504779.0,19151.0,47798.0,26153.73,27203.73,0.9726,,188428,34700,18.04,증권,KOSPI
018260,139299.0,144051.0,151589.0,160093.62,9571.0,8279.0,10713.36,11853.69,0.9805,-57031.26,185707,240000,18.97,IT서비스,KOSPI
086280,295664.0,331591.0,345729.82,359207.5,20730.0,21592.0,23576.06,24881.25,0.9982,-5446.09,155625,207500,6.77,항공화물운송과물류,KOSPI
011200,108914.0,128212.0,118255.15,115315.69,14612.0,16139.0,10364.85,8811.92,0.9999,-65426.06,202325,21450,10.71,해운사,KOSPI
096770,802961.0,1041172.0,953858.83,954075.42,4487.0,87325.0,45473.17,43849.75,0.8956,261185.73,212161,125500,53.47,석유와가스,KOSPI
079550,43069.0,51156.0,60632.81,71195.56,3194.0,4475.0,6270.75,8419.63,1.0,16723.11,152680,694000,16.41,우주항공과국방,KOSPI
105560,812307.0,,,,85177.0,94214.0,95762.0,98427.44,0.9917,,614674,173300,4.77,은행,KOSPI
010950,342470.0,421783.0,396548.93,378377.36,2356.0,43722.0,32570.5,27677.86,1.0,75316.31,168987,150100,8.55,석유와가스,KOSPI
012450,267029.0,322910.0,346782.83,370515.72,30893.0,46248.0,57204.44,63569.33,0.651,67515.16,568229,1102000,7.98,우주항공과국방,KOSPI
035420,120350.0,137915.0,156560.0,181467.0,22081.0,22171.0,25835.09,30038.44,0.9977,-37918.97,330006,217000,36.25,양방향미디어와서비스,KOSPI
034730,1227033.0,1473276.0,1452195.7,1523373.0,18185.0,118212.0,111601.4,132941.38,0.3931,496014.83,395140,545000,,석유와가스,KOSPI
373220,236718.0,322163.0,413328.37,497637.94,13461.0,8254.0,38513.53,61264.18,0.7185,250840.51,884520,378000,80.86,전기제품,KOSPI
000810,247785.0,,,,26591.0,31986.0,37928.08,36586.31,1.0,,296906,665000,7.31,손해보험,KOSPI
298040,59685.0,71938.0,85610.93,100314.0,7470.0,11259.0,15560.64,20219.31,0.9856,5156.8,276286,2963000,13.02,전기장비,KOSPI
000720,310629.0,269155.0,285921.37,307392.47,6530.0,8707.0,11267.42,13735.47,0.7654,6231.61,137302,123300,7.32,건설,KOSPI
042700,5767.0,8196.0,11239.0,13148.0,2514.0,3822.0,5617.0,6843.0,1.0,-862.95,210163,220500,22.48,반도체와반도체장비,KOSPI
011070,218966.0,254977.0,268909.47,283138.25,6650.0,12732.0,14683.26,17479.81,1.0,9425.44,151943,642000,10.03,전자장비와기기,KOSPI
068270,41625.0,55304.0,63606.18,71216.47,11685.0,18550.0,22666.59,25636.65,0.9934,26085.71,439414,188900,55.43,제약,KOSPI
272210,36642.0,45290.0,51629.33,59598.27,1199.0,2486.0,4550.2,5838.53,1.0,17248.57,138289,73200,9.39,우주항공과국방,KOSPI
003670,29387.0,32950.0,42661.25,55245.93,328.0,1008.0,1814.31,2833.13,0.8926,35152.63,178337,200500,968.71,화학,KOSPI
066570,892009.0,966485.0,1010770.71,1052523.07,24784.0,46395.0,49360.82,60193.13,0.8057,41258.6,352645,216500,25.82,전자제품,KOSPI
078930,251841.0,286613.0,281332.2,283044.0,29361.0,51701.0,36700.0,36994.0,0.8263,61654.03,118070,127100,2.98,석유와가스,KOSPI
030200,282442.0,273992.0,280121.53,286045.95,24691.0,21112.0,22520.74,23547.68,0.9322,95653.68,134580,53400,8.85,다각화된통신서비스,KOSPI
307950,42521.0,48256.0,54904.25,64261.5,2553.0,2824.0,3537.0,4478.57,0.9753,-4619.81,115592,421500,42.1,IT서비스,KOSPI
005490,690949.0,735681.0,760188.82,785304.75,18271.0,30976.0,38264.82,44025.44,0.9089,179179.05,268233,338500,24.88,철강,KOSPI
064350,58390.0,68267.0,78138.0,89384.81,10056.0,10808.0,13475.12,16849.56,0.9965,-24542.29,148652,136200,18.03,우주항공과국방,KOSPI
034020,170579.0,183496.0,205117.87,229429.53,7627.0,11308.0,16235.73,20569.27,0.6411,45793.89,528463,82500,183.04,기계,KOSPI
003230,23518.0,31394.0,37661.5,42831.82,5242.0,7338.0,8935.0,10461.27,1.0,424.07,115330,1531000,12.89,식품,KOSPI
012330,611181.0,650048.0,693794.16,730479.45,33575.0,37898.0,42581.88,46114.36,0.9977,-89091.2,407336,453500,6.52,자동차부품,KOSPI
009150,113145.0,143234.0,183316.4,234218.06,9133.0,19307.0,37297.45,58710.0,0.9622,-2270.93,1089034,1458000,28.11,전자장비와기기,KOSPI
071050,194661.0,419870.0,417760.0,419820.0,23453.0,40460.0,32844.4,33520.62,0.9978,,107105,192200,5.34,증권,KOSPI
047810,36964.0,53948.0,66974.47,75347.0,2692.0,3570.0,5910.07,7433.4,0.9915,27887.67,127692,131000,21.76,우주항공과국방,KOSPI
323410,30863.0,,,,6494.0,7390.0,8803.58,9725.45,,,104251,21850,38.29,은행,KOSPI
005830,230479.0,,,,23840.0,,,,0.7872,,118621,181100,3.41,손해보험,KOSPI
259960,33266.0,48577.0,52209.0,55798.67,10544.0,14616.0,15897.61,16903.73,0.9918,-21242.54,103848,227000,15.84,게임엔터테인먼트,KOSPI
