종목코드,매출액_2025,매출액_2026,매출액_2027,매출액_2028,영업이익_2025,영업이익_2026,영업이익_2027,영업이익_2028,지배비율,순차입금,시가총액,현재가,PER,업종,시장
000660,971466.75,3439524.36,5113429.23,5669603.94,472063.19,2651147.82,4018225.5,4202122.22,0.9992,-668447.84,13609073,1863000,31.71,반도체와반도체장비,KOSPI
005930,3336059.38,7378171.57,9647220.14,10396030.76,436010.51,3900897.14,5616125.67,5709356.0,0.9876,-1675903.07,16749588,286500,37.84,반도체와반도체장비,KOSPI
402340,104555.53,130986.0,152484.0,151568.0,87974.21,496238.4,603879.0,607606.0,1.0,-13112.77,1558022,1181000,17.66,반도체와반도체장비,KOSPI
005935,3336059.38,7378171.57,9647220.14,10396030.76,436010.51,3900897.14,5616125.67,5709356.0,0.9876,-1675903.07,1781264,222000,4.02,반도체와반도체장비,KOSPI
028260,407422.41,455762.79,492850.0,515467.69,32927.47,37981.14,44103.21,47918.15,0.7051,-38038.9,597588,368500,24.5,복합기업,KOSPI
005380,1862544.72,1935858.8,2020377.68,2122667.9,114678.51,113600.16,130562.96,140951.33,0.9124,1025242.74,726375,357000,7.69,자동차,KOSPI
012450,267029.01,324104.0,346517.32,371269.32,30893.2,46453.95,57056.37,63529.53,0.6487,67515.16,531619,1031000,37.84,우주항공과국방,KOSPI
032830,371383.1,,,,25804.69,34544.25,69533.25,45800.38,1.0,,590000,295000,25.62,생명보험,KOSPI
006400,132667.31,159085.95,195994.89,240827.65,-17223.61,3986.42,14513.58,25000.53,0.8604,106775.0,419851,521000,,전기제품,KOSPI
086790,689436.35,,,,53508.98,59870.47,62471.88,65090.5,0.9849,,362287,133700,9.05,은행,KOSPI
034730,1227033.38,1479547.09,1458091.09,1516321.22,18184.76,119051.0,114221.55,131827.22,0.4048,496014.83,440091,607000,27.55,석유와가스,KOSPI
068270,41624.95,55396.11,64267.33,71626.18,11684.71,18569.94,22905.72,25840.59,0.9945,26085.71,414291,178100,40.24,제약,KOSPI
000810,247785.2,,,,26591.43,32316.92,38353.46,37044.0,1.0,,289316,648000,14.33,손해보험,KOSPI
298040,59685.12,72079.0,85849.67,100625.86,7469.68,11297.47,15690.27,20451.07,0.9846,5156.8,269666,2892000,51.87,전기장비,KOSPI
316140,415483.95,,,,36748.08,43792.63,47979.69,50413.67,0.971,,261559,35500,8.37,은행,KOSPI
096770,802960.54,1047559.31,959189.08,947053.77,4486.84,92984.23,47575.54,43017.92,0.881,261185.73,251381,148700,,석유와가스,KOSPI
443060,19827.01,23717.0,26284.67,30085.56,3501.41,4141.89,5245.0,6557.67,1.0,-5145.06,107600,240000,39.92,조선,KOSPI
042700,5766.85,8196.0,11239.0,13148.0,2513.9,3822.0,5617.0,6843.0,1.0,-862.95,231609,243000,108.22,반도체와반도체장비,KOSPI
017670,170992.13,176586.65,180152.6,184127.25,10732.15,19596.65,20873.75,22118.1,1.0,82031.19,186867,87000,45.75,무선통신서비스,KOSPI
010130,165878.51,239348.29,238733.43,247067.33,12319.27,22605.0,19968.86,21588.83,0.9981,60740.67,232942,1116000,30.06,비철금속,KOSPI
006800,292830.28,582144.67,493576.0,520335.67,19151.04,47488.73,25854.6,27610.4,0.9673,,175667,32350,11.19,증권,KOSPI
079550,43069.36,51200.47,60827.0,71211.07,3194.42,4489.87,6256.47,8348.67,1.0,16723.11,153780,699000,60.7,우주항공과국방,KOSPI
035720,80991.48,83389.35,89665.1,97276.59,7320.37,10362.75,11826.7,13513.29,0.8917,-90183.57,149734,33800,30.47,양방향미디어와서비스,KOSPI
278470,15273.45,30828.9,42561.9,52809.95,3655.21,7667.33,10789.24,13548.55,0.9987,-1952.48,138147,369000,47.69,화장품,KOSPI
078930,251841.27,286612.8,281332.2,283044.0,29360.61,51915.0,36700.0,36994.0,0.8262,61654.03,102742,110600,12.86,석유와가스,KOSPI
018260,139298.68,144025.87,151503.67,159438.86,9571.03,8237.2,10685.67,11870.57,0.982,-57031.26,171005,221000,22.51,IT서비스,KOSPI
003550,72525.47,82600.1,90786.2,98624.44,9121.74,15604.7,19226.0,21850.11,0.8142,-25430.26,171452,113400,23.26,복합기업,KOSPI
009150,113144.59,143386.35,183334.95,235053.06,9133.31,19535.35,37499.6,59438.33,0.9623,-2270.93,1121152,1501000,158.78,전자장비와기기,KOSPI
034020,170578.76,183496.38,205211.2,229828.2,7627.12,11307.5,16256.4,20657.27,0.6463,45793.89,529744,82700,624.98,기계,KOSPI
047810,36963.79,53662.44,67322.56,75686.13,2691.9,3447.06,5815.19,7331.0,0.9899,27887.67,125158,128400,67.33,우주항공과국방,KOSPI
005830,230479.16,,,,23839.5,,,,0.7872,,120521,184000,6.74,손해보험,KOSPI
012330,611181.27,649160.32,692228.64,728940.86,33574.56,37772.96,42321.56,46083.59,0.9968,-89091.2,331438,369000,9.07,자동차부품,KOSPI
000270,1141409.19,1255485.24,1307687.84,1362258.91,90781.48,101666.04,111115.0,120413.32,0.9995,-211997.07,453660,116200,6.0,자동차,KOSPI
010120,49657.99,65415.13,80098.75,94441.47,4264.07,7199.81,10368.5,13510.6,1.0,8044.96,310500,207000,108.33,전기장비,KOSPI
090430,42528.2,47258.21,51770.16,56190.56,3358.27,4871.16,5671.95,6445.78,0.9562,-8086.94,83177,142200,35.29,화장품,KOSPI
066570,892008.82,966484.59,1010770.71,1052523.07,24783.92,46394.53,49360.82,60193.13,0.8057,41258.6,342872,210500,35.69,전자제품,KOSPI
071050,194661.43,419870.0,417760.0,419820.0,23453.29,40083.69,32203.69,33383.2,0.9933,,103985,186600,5.15,증권,KOSPI
042660,127835.12,158326.57,153100.76,164580.45,11675.9,22538.52,24962.29,28431.9,0.9999,47157.9,247276,80700,19.85,조선,KOSPI
009540,299332.15,348635.82,380053.73,409596.27,39044.9,61927.36,73808.18,84712.82,0.8002,-110945.45,237090,335000,10.93,조선,KOSPI
011200,108914.43,128262.08,118185.15,115644.92,14612.02,16185.69,10474.85,8921.92,1.0,-65426.06,196665,20850,10.47,해운사,KOSPI
047050,323736.04,352886.6,361452.67,371351.87,11653.16,14749.13,15595.87,16432.33,0.9596,67614.96,97637,55500,15.9,무역회사와판매업체,KOSPI
010140,106500.11,127840.5,147204.7,160306.11,8622.11,13686.45,19754.7,23538.16,1.0,-1987.7,179960,20450,32.99,조선,KOSPI
267250,712594.38,846178.0,896322.8,959406.0,60996.36,132852.6,122660.6,132859.2,0.3858,7714.96,163516,207000,16.99,조선,KOSPI
010950,342469.57,423290.36,400661.43,380808.86,2356.31,44401.14,33113.43,28485.57,1.0,75316.31,176192,156500,99.57,석유와가스,KOSPI
024110,292172.06,,,,36555.89,37151.23,40117.54,42377.25,0.9937,,163074,20450,6.02,은행,KOSPI
272210,36641.51,45524.67,51728.67,58919.93,1198.99,2501.67,4527.8,5763.87,1.0,17248.57,140556,74400,58.03,우주항공과국방,KOSPI
128940,15475.31,17596.72,17945.44,19011.12,2577.99,3664.94,3151.89,3115.76,0.9156,90.87,66489,519000,39.21,제약,KOSPI
030200,282441.61,273840.06,280104.39,286069.06,24691.33,21203.89,22642.44,23659.22,0.9332,95653.68,133319,52900,7.7,다각화된통신서비스,KOSPI
323410,30862.91,,,,6493.71,7389.83,8803.58,9725.45,,,95424,20000,,은행,KOSPI
000500,25456.98,32528.5,38910.0,45020.0,791.92,1381.5,2870.0,4140.0,1.0,4290.98,94693,318000,184.24,전기장비,KOSPI
003230,23517.85,31414.07,37694.36,42824.4,5241.88,7337.86,8947.86,10510.2,0.9998,424.07,91752,1218000,23.56,식품,KOSPI
259960,33265.54,48470.22,51875.67,55595.13,10543.81,14507.67,15637.94,16774.93,0.9919,-21242.54,91144,198500,12.4,게임엔터테인먼트,KOSPI
007660,10880.25,16210.44,22680.44,26871.78,2047.25,3485.89,5293.0,6478.22,1.0,408.18,87504,119200,54.53,반도체와반도체장비,KOSPI
0126Z0,2516.9,18577.33,20855.0,22952.67,-636.41,2468.0,3099.67,2558.33,1.0,2467.96,82363,331000,96.54,제약,KOSPI
055550,646819.6,,,,70233.57,80829.75,84632.75,87826.2,0.993,,516865,110100,10.4,은행,KOSPI
047040,80546.27,80801.3,90203.3,102077.17,-8154.31,8288.4,8123.3,9084.17,0.9879,31023.76,72731,17700,,건설,KOSPI
105560,812307.08,,,,85177.11,94482.56,95887.75,98431.93,0.9916,,617511,174100,10.59,은행,KOSPI
161390,212022.99,225571.76,237660.47,247939.8,18410.76,21857.41,24492.24,26218.6,0.9549,35329.27,70980,57300,6.52,자동차부품,KOSPI
307950,42520.67,48375.0,54865.2,64010.08,2553.02,2830.4,3545.53,4543.08,0.9756,-4619.81,104348,380500,57.18,IT서비스,KOSPI
005490,690948.86,736454.05,761427.89,787309.78,18270.63,30929.47,38389.58,44428.17,0.9054,179179.05,246837,311500,37.53,철강,KOSPI
267260,40794.98,46914.13,55469.0,64687.29,9953.13,12327.13,15511.4,18902.79,1.0,-8268.76,257016,713000,35.08,전기장비,KOSPI
088350,274363.51,,,,11472.5,17329.5,17680.0,18712.0,0.7668,,49333,5680,7.69,생명보험,KOSPI
352820,26498.7,48864.0,42745.43,46739.79,493.18,2841.71,4824.48,5419.53,0.9688,-7203.21,67979,157700,,방송과엔터테인먼트,KOSPI
000720,310629.12,269351.95,285527.55,306832.89,6530.06,8658.0,11338.9,13770.17,0.7661,6231.61,136188,122300,36.5,건설,KOSPI
028050,90287.69,107231.5,129034.95,141341.5,7920.79,9821.64,11913.23,13226.55,0.9725,-36619.52,97216,49600,15.74,건설,KOSPI
051910,459321.67,563388.67,645190.42,718575.5,11809.0,13828.58,39835.5,55616.08,0.8284,307180.26,178599,253000,,화학,KOSPI
062040,5019.46,6851.7,8807.3,11180.22,1786.34,2554.2,3384.4,4380.78,1.0,-2155.58,62818,205000,42.18,전기장비,KOSPI
032640,154517.45,153950.5,158116.56,161366.44,8921.31,11498.44,12363.72,13190.67,1.0,45084.03,62094,14630,11.85,무선통신서비스,KOSPI
064350,58390.32,68395.0,77290.82,88512.19,10056.41,10808.24,13191.12,16463.56,0.997,-24542.29,127369,116700,16.54,우주항공과국방,KOSPI
373220,236717.59,322905.17,416241.61,494950.88,13461.2,8494.33,39952.06,61044.76,0.7573,250840.51,823680,352000,,전기제품,KOSPI
011070,218966.03,254494.79,268324.68,282713.56,6650.07,12656.89,14594.11,17346.31,1.0,9425.44,126856,536000,37.17,전자장비와기기,KOSPI
180640,2983.62,,,,-75.24,,,,0.9738,823.32,93801,140500,60.51,항공사,KOSPI
005387,1862544.72,1935858.8,2020377.68,2122667.9,114678.51,113600.16,130562.96,140951.33,0.9124,1025242.74,60841,177600,0.64,자동차,KOSPI
326030,7067.41,9783.44,11815.75,13789.27,2039.38,3506.63,4671.69,6034.07,1.0,-3330.46,59675,76200,22.35,제약,KOSPI
016360,148739.02,277355.0,236345.0,243245.0,13756.73,23030.41,20903.71,21395.81,0.9995,,81531,91300,8.09,증권,KOSPI
