종목코드,매출액_2025,매출액_2026,매출액_2027,매출액_2028,영업이익_2025,영업이익_2026,영업이익_2027,영업이익_2028,지배비율,순차입금,시가총액,현재가,PER,업종,시장
034020,170578.76,183496.5,205117.87,229429.53,7627.12,11307.5,16235.73,20569.27,0.6411,45793.89,556007,86800,,기계,KOSPI
005935,3336059.38,7396374.68,9559864.68,10181876.28,436010.51,3912502.73,5531305.86,5516795.67,0.9873,-1675903.07,1518086,189200,,반도체와반도체장비,KOSPI
000660,971466.75,3442818.09,5045811.43,5518524.79,472063.19,2652551.83,3954884.83,4084823.68,0.9986,-668447.84,12506029,1712000,,반도체와반도체장비,KOSPI
402340,104555.53,180990.0,228216.67,230443.33,87974.21,482125.33,600482.5,606465.0,1.0,-13112.77,1337709,1014000,,반도체와반도체장비,KOSPI
105560,812307.08,,,,85177.11,94482.56,95887.75,98431.93,0.9916,,625669,176400,,은행,KOSPI
032830,371383.1,,,,25804.69,34544.25,69533.25,45800.38,1.0,,576000,288000,,생명보험,KOSPI
005930,3336059.38,7396374.68,9559864.68,10181876.28,436010.51,3912502.73,5531305.86,5516795.67,0.9873,-1675903.07,14644928,250500,,반도체와반도체장비,KOSPI
028260,407422.41,455707.07,493136.15,514226.67,32927.47,38109.0,44037.31,47717.17,0.7038,-38038.9,565965,349000,,복합기업,KOSPI
086790,689436.35,,,,53508.98,59870.47,62471.88,65090.5,0.9849,,372584,137500,,은행,KOSPI
068270,41624.95,55304.44,63606.18,71216.47,11684.71,18550.22,22666.59,25636.65,0.9934,26085.71,414059,178000,,제약,KOSPI
006400,132667.31,159549.63,197525.95,244078.24,-17223.61,3855.89,14562.53,24984.06,0.8604,106775.0,444026,551000,,전기제품,KOSPI
034730,1227033.38,1498106.36,1465789.73,1525543.78,18184.76,123365.55,118064.0,136976.78,0.3895,496014.83,402390,555000,,석유와가스,KOSPI
000810,247785.2,,,,26591.43,32316.92,38353.46,37044.0,1.0,,295120,661000,,손해보험,KOSPI
010120,49657.99,65415.13,80098.75,94441.47,4264.07,7199.81,10368.5,13510.6,1.0,8044.96,295050,196700,,전기장비,KOSPI
005490,690948.86,736454.05,761427.89,787309.78,18270.63,30929.47,38389.58,44428.17,0.9054,179179.05,263082,332000,,철강,KOSPI
267260,40794.98,46914.13,55469.0,64687.29,9953.13,12327.13,15511.4,18902.79,1.0,-8268.76,255574,709000,,전기장비,KOSPI
000150,197841.38,218423.83,252348.5,284230.0,10627.15,18124.92,25064.08,31031.0,0.5085,54570.67,210520,1300000,,복합기업,KOSPI
042700,5766.85,8196.0,11239.0,13148.0,2513.9,3822.0,5617.0,6843.0,1.0,-862.95,214452,225000,,반도체와반도체장비,KOSPI
010130,165878.51,239348.29,238733.43,247067.33,12319.27,22605.0,19968.86,21588.83,0.9981,60740.67,237117,1136000,,비철금속,KOSPI
096770,802960.54,1041171.5,953858.83,954075.42,4486.84,87325.33,45473.17,43849.75,0.8956,261185.73,240055,142000,,석유와가스,KOSPI
017670,170992.13,176591.15,180127.6,184044.25,10732.15,19601.15,20848.25,22035.6,1.0,82031.19,190304,88600,,무선통신서비스,KOSPI
267250,712594.38,847697.0,898414.8,962317.4,60996.36,123888.0,115708.8,128127.4,0.3936,7714.96,178524,226000,,조선,KOSPI
010140,106500.11,128095.42,146558.63,159867.61,8622.11,13813.89,19722.53,23460.78,1.0,-1987.7,184360,20950,,조선,KOSPI
010950,342469.57,422387.79,398713.93,379444.5,2356.31,44210.43,33031.21,28125.0,1.0,75316.31,165834,147300,,석유와가스,KOSPI
307950,42520.67,48316.33,54661.87,63361.62,2553.02,2836.4,3518.87,4420.0,0.9755,-4619.81,101880,371500,,IT서비스,KOSPI
373220,236717.59,324093.5,417233.83,496637.94,13461.2,8298.78,39816.5,61264.18,0.7575,250840.51,850590,363500,,전기제품,KOSPI
055550,646819.6,,,,70233.57,80829.75,84632.75,87826.2,0.993,,525315,111900,,은행,KOSPI
207940,45569.72,54951.31,64069.0,68466.8,20692.21,24162.15,28197.58,30980.9,0.9985,-9473.01,652239,1409000,,제약,KOSPI
009150,113144.59,143411.85,183218.45,234175.28,9133.31,19468.0,37320.5,58742.22,0.9622,-2270.93,993426,1330000,,전자장비와기기,KOSPI
079550,43069.36,51246.31,60817.56,71302.44,3194.42,4489.75,6269.44,8384.63,1.0,16723.11,147180,669000,,우주항공과국방,KOSPI
000720,310629.12,269351.95,285995.8,307547.89,6530.06,8689.35,11276.05,13761.83,0.7674,6231.61,143426,128800,,건설,KOSPI
278470,15273.45,30821.75,42601.45,52624.68,3655.21,7656.95,10795.55,13506.89,0.9986,-1952.48,135152,361000,,화장품,KOSPI
064350,58390.32,68395.0,77290.82,88512.19,10056.41,10808.24,13191.12,16463.56,0.997,-24542.29,133154,122000,,우주항공과국방,KOSPI
047810,36963.79,53939.5,67116.19,75593.44,2691.9,3524.56,5854.63,7396.31,0.9915,27887.67,126035,129300,,우주항공과국방,KOSPI
005830,230479.16,,,,23839.5,,,,0.7872,,122617,187200,,손해보험,KOSPI
011070,218966.03,254998.63,268909.47,283138.25,6650.07,12757.32,14683.26,17479.81,1.0,9425.44,121412,513000,,전자장비와기기,KOSPI
071050,194661.43,419870.0,417760.0,419820.0,23453.29,40613.81,32549.75,33383.2,1.0,,105879,190000,,증권,KOSPI
078930,251841.27,286612.8,281332.2,283044.0,29360.61,51915.0,36700.0,36994.0,0.8262,61654.03,106644,114800,,석유와가스,KOSPI
316140,415483.95,,,,36748.08,43792.63,47979.69,50413.67,0.971,,267454,36300,,은행,KOSPI
042660,127835.12,158161.4,153472.8,164802.58,11675.9,22521.45,25152.4,28582.0,0.9999,47157.9,254630,83100,,조선,KOSPI
012330,611181.27,649982.56,693712.56,730347.64,33574.56,37863.84,42499.88,46080.27,0.9977,-89091.2,357486,398000,,자동차부품,KOSPI
298040,59685.12,71937.64,85611.14,100314.0,7469.68,11297.21,15675.43,20398.54,0.9855,5156.8,254094,2725000,,전기장비,KOSPI
443060,19827.01,23493.1,26459.9,30498.4,3501.41,4185.0,5325.3,6630.7,1.0,-5145.06,104462,233000,,조선,KOSPI
