종목코드,매출액_2025,매출액_2026,매출액_2027,매출액_2028,영업이익_2025,영업이익_2026,영업이익_2027,영업이익_2028,지배비율,순차입금,시가총액,현재가,PER,업종,시장
005935,3336059.0,7395406.0,9543480.57,10174549.06,436010.0,3927531.0,5533556.04,5520887.89,0.986,-1675903.07,1537343,191600,36.84,반도체와반도체장비,KOSPI
207940,45570.0,54951.0,64069.0,68466.8,20692.0,24162.0,28197.58,30980.9,0.9985,-9473.01,669830,1447000,92.82,제약,KOSPI
105560,812307.0,,,,85177.0,94214.0,95762.0,98427.44,0.9917,,610063,172000,4.77,은행,KOSPI
005930,3336059.0,7395406.0,9543480.57,10174549.06,436010.0,3927531.0,5533556.04,5520887.89,0.986,-1675903.07,14937242,255500,36.84,반도체와반도체장비,KOSPI
000660,971467.0,3456989.0,5071771.52,5500796.89,472063.0,2664365.0,3972243.17,4067493.16,0.9986,-668447.84,12031209,1647000,,반도체와반도체장비,KOSPI
028260,407422.0,455707.0,493136.15,514226.67,32927.0,38109.0,44037.31,47717.17,0.7038,-38038.9,595155,367000,10.95,복합기업,KOSPI
373220,236718.0,324094.0,417234.06,496637.94,13461.0,8299.0,39816.28,61264.18,0.7575,250840.51,838890,358500,80.86,전기제품,KOSPI
010120,49658.0,65171.0,79628.13,93659.47,4264.0,7140.0,10279.75,13348.6,1.0,8044.96,292950,195300,10.66,전기장비,KOSPI
000150,197841.0,218424.0,252348.5,284230.0,10627.0,18125.0,25064.08,31031.0,0.5085,54570.67,184934,1142000,,복합기업,KOSPI
267250,712594.0,847697.0,898414.8,962317.4,60996.0,123888.0,115708.8,128127.4,0.3936,7714.96,189978,240500,18.91,조선,KOSPI
034020,170579.0,183496.0,205117.87,229429.53,7627.0,11308.0,16235.73,20569.27,0.6411,45793.89,507324,79200,183.04,기계,KOSPI
086790,689436.0,,,,53509.0,59870.0,62471.88,65090.5,0.9849,,368476,134300,3.74,은행,KOSPI
010950,342470.0,421783.0,396548.93,378377.36,2356.0,43722.0,32570.5,27677.86,1.0,75316.31,177093,157300,8.55,석유와가스,KOSPI
034730,1227033.0,1481145.0,1452195.7,1523373.0,18185.0,119911.0,111601.4,132941.38,0.3931,496014.83,415440,573000,,석유와가스,KOSPI
